resident_id,resident_name,nric,phone_number,last_update_dt
rid_68,resident_name_68,F000068C,80000068,2021-04-01 13:08:51.979679
rid_69,resident_name_69,F000069Y,90000069,2021-04-01 13:08:51.981973
rid_70,resident_name_70,F000070A,80000070,2021-04-01 13:08:51.984207
rid_71,resident_name_71,F000071L,90000071,2021-04-01 13:08:51.986693
rid_72,resident_name_72,S000072C,90000072,2021-04-01 13:08:51.989177
rid_73,resident_name_73,F000073F,80000073,2021-04-01 13:08:51.991432
rid_74,resident_name_74,S000074G,80000074,2021-04-01 13:08:51.993825
rid_75,resident_name_75,S000075B,80000075,2021-04-01 13:08:51.996277
rid_76,resident_name_76,S000076Z,80000076,2021-04-01 13:08:51.998704
rid_77,resident_name_77,S000077O,90000077,2021-04-01 13:08:52.001079
rid_78,resident_name_78,S000078G,80000078,2021-04-01 13:08:52.003574
rid_79,resident_name_79,F000079L,80000079,2021-04-01 13:08:52.005865
rid_80,resident_name_80,S000080M,90000080,2021-04-01 13:08:52.008063
rid_81,resident_name_81,F000081A,90000081,2021-04-01 13:08:52.011100
rid_82,resident_name_82,F000082Y,90000082,2021-04-01 13:08:52.013566
rid_83,resident_name_83,F000083V,80000083,2021-04-01 13:08:52.015821
rid_84,resident_name_84,F000084G,80000084,2021-04-01 13:08:52.017983
rid_85,resident_name_85,S000085I,80000085,2021-04-01 13:08:52.020842
rid_86,resident_name_86,S000086Z,90000086,2021-04-01 13:08:52.023357
rid_87,resident_name_87,S000087E,80000087,2021-04-01 13:08:52.025723
rid_88,resident_name_88,F000088U,80000088,2021-04-01 13:08:52.028651
rid_89,resident_name_89,S000089Z,80000089,2021-04-01 13:08:52.030931
rid_90,resident_name_90,F000090Q,90000090,2021-04-01 13:08:52.033385
rid_91,resident_name_91,S000091J,80000091,2021-04-01 13:08:52.035705
rid_92,resident_name_92,S000092G,80000092,2021-04-01 13:08:52.038059
rid_93,resident_name_93,S000093F,90000093,2021-04-01 13:08:52.040288
rid_94,resident_name_94,F000094D,90000094,2021-04-01 13:08:52.042661
rid_95,resident_name_95,S000095Q,90000095,2021-04-01 13:08:52.045232
rid_96,resident_name_96,F000096V,80000096,2021-04-01 13:08:52.047800
rid_97,resident_name_97,S000097Z,90000097,2021-04-01 13:08:52.050615
rid_98,resident_name_98,S000098V,80000098,2021-04-01 13:08:52.061982
rid_99,resident_name_99,F000099H,80000099,2021-04-01 13:08:52.064445
rid_100,resident_name_100,S000100K,90000100,2021-04-01 13:08:52.066820
rid_101,resident_name_101,F000101I,80000101,2021-04-01 13:08:52.069068
rid_102,resident_name_102,F000102W,90000102,2021-04-01 13:08:52.071641
rid_103,resident_name_103,S000103H,80000103,2021-04-01 13:08:52.074069
rid_104,resident_name_104,S000104C,80000104,2021-04-01 13:08:52.076765
rid_105,resident_name_105,F000105U,90000105,2021-04-01 13:08:52.078956
rid_106,resident_name_106,S000106F,90000106,2021-04-01 13:08:52.081300
rid_107,resident_name_107,F000107L,90000107,2021-04-01 13:08:52.083637
rid_108,resident_name_108,F000108S,90000108,2021-04-01 13:08:52.085971
rid_109,resident_name_109,S000109V,90000109,2021-04-01 13:08:52.088318
rid_110,resident_name_110,F000110Z,90000110,2021-04-01 13:08:52.090666
rid_111,resident_name_111,F000111G,90000111,2021-04-01 13:08:52.092900
rid_112,resident_name_112,F000112M,90000112,2021-04-01 13:08:52.095195
rid_113,resident_name_113,S000113O,90000113,2021-04-01 13:08:52.097459
rid_114,resident_name_114,F000114T,90000114,2021-04-01 13:08:52.099690
rid_115,resident_name_115,S000115V,90000115,2021-04-01 13:08:52.101838
rid_116,resident_name_116,S000116F,90000116,2021-04-01 13:08:52.103975
rid_117,resident_name_117,F000117R,90000117,2021-04-01 13:08:52.106599
rid_118,resident_name_118,F000118D,90000118,2021-04-01 13:08:52.109600
rid_119,resident_name_119,S000119X,90000119,2021-04-01 13:08:52.112546
rid_120,resident_name_120,S000120I,80000120,2021-04-01 13:08:52.115208
rid_121,resident_name_121,F000121M,80000121,2021-04-01 13:08:52.117589
rid_122,resident_name_122,F000122Q,80000122,2021-04-01 13:08:52.120341
rid_123,resident_name_123,F000123O,90000123,2021-04-01 13:08:52.122909
rid_124,resident_name_124,S000124H,90000124,2021-04-01 13:08:52.125221
rid_125,resident_name_125,F000125V,80000125,2021-04-01 13:08:52.127835
rid_126,resident_name_126,F000126Y,80000126,2021-04-01 13:08:52.130310
rid_127,resident_name_127,S000127O,80000127,2021-04-01 13:08:52.132547
rid_128,resident_name_128,S000128J,90000128,2021-04-01 13:08:52.134938
rid_129,resident_name_129,S000129G,80000129,2021-04-01 13:08:52.137388
rid_130,resident_name_130,S000130P,80000130,2021-04-01 13:08:52.139782
rid_131,resident_name_131,S000131A,90000131,2021-04-01 13:08:52.141970
rid_132,resident_name_132,F000132Q,90000132,2021-04-01 13:08:52.144806
rid_133,resident_name_133,F000133G,80000133,2021-04-01 13:08:52.147193
rid_134,resident_name_134,F000134S,90000134,2021-04-01 13:08:52.149799
rid_135,resident_name_135,S000135N,90000135,2021-04-01 13:08:52.152737
rid_136,resident_name_136,F000136W,80000136,2021-04-01 13:08:52.154979
rid_137,resident_name_137,F000137E,80000137,2021-04-01 13:08:52.157919
rid_138,resident_name_138,S000138T,90000138,2021-04-01 13:08:52.161206
rid_139,resident_name_139,F000139B,80000139,2021-04-01 13:08:52.163591
rid_140,resident_name_140,F000140Z,80000140,2021-04-01 13:08:52.165890
rid_141,resident_name_141,F000141Q,80000141,2021-04-01 13:08:52.168457
rid_142,resident_name_142,F000142A,80000142,2021-04-01 13:08:52.171222
rid_143,resident_name_143,S000143O,90000143,2021-04-01 13:08:52.174089
rid_144,resident_name_144,S000144K,80000144,2021-04-01 13:08:52.177051
rid_145,resident_name_145,F000145O,90000145,2021-04-01 13:08:52.179356
rid_146,resident_name_146,S000146B,80000146,2021-04-01 13:08:52.182029
rid_147,resident_name_147,S000147X,80000147,2021-04-01 13:08:52.184495
rid_148,resident_name_148,S000148A,80000148,2021-04-01 13:08:52.187260
rid_149,resident_name_149,F000149F,80000149,2021-04-01 13:08:52.189629
rid_150,resident_name_150,S000150G,80000150,2021-04-01 13:08:52.191901
rid_151,resident_name_151,F000151J,90000151,2021-04-01 13:08:52.194263
rid_152,resident_name_152,F000152N,80000152,2021-04-01 13:08:52.196524
rid_153,resident_name_153,S000153D,80000153,2021-04-01 13:08:52.199306
rid_154,resident_name_154,F000154F,80000154,2021-04-01 13:08:52.201817
rid_155,resident_name_155,F000155H,90000155,2021-04-01 13:08:52.204084
rid_156,resident_name_156,S000156H,90000156,2021-04-01 13:08:52.206287
rid_157,resident_name_157,F000157G,80000157,2021-04-01 13:08:52.208887
rid_158,resident_name_158,F000158M,90000158,2021-04-01 13:08:52.211272
rid_159,resident_name_159,S000159R,80000159,2021-04-01 13:08:52.213416
rid_160,resident_name_160,F000160I,80000160,2021-04-01 13:08:52.215910
rid_161,resident_name_161,S000161O,80000161,2021-04-01 13:08:52.218562
rid_162,resident_name_162,S000162B,80000162,2021-04-01 13:08:52.221099
rid_163,resident_name_163,F000163R,90000163,2021-04-01 13:08:52.223558
rid_164,resident_name_164,S000164S,80000164,2021-04-01 13:08:52.225882
rid_165,resident_name_165,S000165G,90000165,2021-04-01 13:08:52.228104
rid_166,resident_name_166,S000166A,90000166,2021-04-01 13:08:52.230642
rid_167,resident_name_167,S000167R,90000167,2021-04-01 13:08:52.232911
rid_168,resident_name_168,S000168J,80000168,2021-04-01 13:08:52.235114
rid_169,resident_name_169,S000169S,90000169,2021-04-01 13:08:52.237559
rid_170,resident_name_170,F000170H,80000170,2021-04-01 13:08:52.239909
rid_171,resident_name_171,S000171S,90000171,2021-04-01 13:08:52.242217
rid_172,resident_name_172,F000172V,80000172,2021-04-01 13:08:52.244417
rid_173,resident_name_173,S000173L,90000173,2021-04-01 13:08:52.246764
rid_174,resident_name_174,F000174F,90000174,2021-04-01 13:08:52.249186
rid_175,resident_name_175,F000175Y,80000175,2021-04-01 13:08:52.251436
rid_176,resident_name_176,S000176E,90000176,2021-04-01 13:08:52.255262
rid_177,resident_name_177,S000177V,90000177,2021-04-01 13:08:52.258507
rid_178,resident_name_178,F000178R,80000178,2021-04-01 13:08:52.261741
rid_179,resident_name_179,F000179V,80000179,2021-04-01 13:08:52.264350
rid_180,resident_name_180,S000180O,90000180,2021-04-01 13:08:52.266616
rid_181,resident_name_181,S000181U,80000181,2021-04-01 13:08:52.268882
rid_182,resident_name_182,S000182O,80000182,2021-04-01 13:08:52.271253
rid_183,resident_name_183,S000183W,80000183,2021-04-01 13:08:52.273728
rid_184,resident_name_184,S000184X,80000184,2021-04-01 13:08:52.276035
rid_185,resident_name_185,S000185U,90000185,2021-04-01 13:08:52.278492
rid_186,resident_name_186,F000186W,90000186,2021-04-01 13:08:52.280699
rid_187,resident_name_187,F000187T,80000187,2021-04-01 13:08:52.283062
rid_188,resident_name_188,F000188Z,90000188,2021-04-01 13:08:52.285704
rid_189,resident_name_189,F000189X,90000189,2021-04-01 13:08:52.288442
rid_190,resident_name_190,S000190O,90000190,2021-04-01 13:08:52.290749
rid_191,resident_name_191,S000191D,80000191,2021-04-01 13:08:52.292956
rid_192,resident_name_192,F000192M,80000192,2021-04-01 13:08:52.295461
rid_193,resident_name_193,S000193F,90000193,2021-04-01 13:08:52.297978
rid_194,resident_name_194,S000194O,80000194,2021-04-01 13:08:52.300323
rid_195,resident_name_195,F000195N,80000195,2021-04-01 13:08:52.302574
rid_196,resident_name_196,F000196A,80000196,2021-04-01 13:08:52.305261
rid_197,resident_name_197,F000197C,90000197,2021-04-01 13:08:52.307818
rid_198,resident_name_198,S000198M,90000198,2021-04-01 13:08:52.310083
rid_199,resident_name_199,S000199N,80000199,2021-04-01 13:08:52.312339
rid_200,resident_name_200,F000200Q,90000200,2021-04-01 13:08:52.314619
rid_201,resident_name_201,S000201O,90000201,2021-04-01 13:08:52.316843
rid_202,resident_name_202,S000202A,90000202,2021-04-01 13:08:52.319071
rid_203,resident_name_203,F000203F,90000203,2021-04-01 13:08:52.322226
rid_204,resident_name_204,F000204B,80000204,2021-04-01 13:08:52.325056
rid_205,resident_name_205,S000205I,90000205,2021-04-01 13:08:52.327687
rid_206,resident_name_206,S000206F,90000206,2021-04-01 13:08:52.329891
rid_207,resident_name_207,S000207K,80000207,2021-04-01 13:08:52.332046
rid_208,resident_name_208,S000208V,80000208,2021-04-01 13:08:52.334254
rid_209,resident_name_209,F000209I,90000209,2021-04-01 13:08:52.336796
rid_210,resident_name_210,S000210J,80000210,2021-04-01 13:08:52.338974
rid_211,resident_name_211,S000211J,90000211,2021-04-01 13:08:52.341113
rid_212,resident_name_212,S000212C,90000212,2021-04-01 13:08:52.343289
rid_213,resident_name_213,S000213X,90000213,2021-04-01 13:08:52.345430
rid_214,resident_name_214,S000214I,90000214,2021-04-01 13:08:52.347654
rid_215,resident_name_215,F000215B,90000215,2021-04-01 13:08:52.350010
rid_216,resident_name_216,F000216V,80000216,2021-04-01 13:08:52.352422
rid_217,resident_name_217,F000217V,80000217,2021-04-01 13:08:52.354783
rid_218,resident_name_218,S000218Z,90000218,2021-04-01 13:08:52.357789
rid_219,resident_name_219,S000219G,90000219,2021-04-01 13:08:52.360047
rid_220,resident_name_220,S000220M,80000220,2021-04-01 13:08:52.362274
rid_221,resident_name_221,F000221E,90000221,2021-04-01 13:08:52.364574
rid_222,resident_name_222,F000222W,90000222,2021-04-01 13:08:52.367094
rid_223,resident_name_223,F000223Y,90000223,2021-04-01 13:08:52.369308
rid_224,resident_name_224,S000224L,90000224,2021-04-01 13:08:52.371805
rid_225,resident_name_225,F000225O,90000225,2021-04-01 13:08:52.374293
rid_226,resident_name_226,F000226X,90000226,2021-04-01 13:08:52.376836
rid_227,resident_name_227,S000227Z,90000227,2021-04-01 13:08:52.379331
rid_228,resident_name_228,F000228C,90000228,2021-04-01 13:08:52.381576
rid_229,resident_name_229,F000229N,80000229,2021-04-01 13:08:52.383821
rid_230,resident_name_230,S000230A,90000230,2021-04-01 13:08:52.386104
rid_231,resident_name_231,F000231T,90000231,2021-04-01 13:08:52.388561
rid_232,resident_name_232,F000232G,90000232,2021-04-01 13:08:52.391271
rid_233,resident_name_233,S000233I,80000233,2021-04-01 13:08:52.393923
rid_234,resident_name_234,F000234O,80000234,2021-04-01 13:08:52.396178
rid_235,resident_name_235,F000235B,90000235,2021-04-01 13:08:52.398345
rid_236,resident_name_236,S000236L,90000236,2021-04-01 13:08:52.400516
rid_237,resident_name_237,F000237X,80000237,2021-04-01 13:08:52.402663
rid_238,resident_name_238,F000238Z,80000238,2021-04-01 13:08:52.404922
rid_239,resident_name_239,S000239B,90000239,2021-04-01 13:08:52.407871
rid_240,resident_name_240,F000240C,90000240,2021-04-01 13:08:52.410149
rid_241,resident_name_241,S000241E,90000241,2021-04-01 13:08:52.412287
rid_242,resident_name_242,F000242Z,90000242,2021-04-01 13:08:52.414495
rid_243,resident_name_243,F000243H,80000243,2021-04-01 13:08:52.416639
rid_244,resident_name_244,F000244G,90000244,2021-04-01 13:08:52.418783
rid_245,resident_name_245,F000245E,90000245,2021-04-01 13:08:52.421404
rid_246,resident_name_246,F000246H,90000246,2021-04-01 13:08:52.424052
rid_247,resident_name_247,F000247T,80000247,2021-04-01 13:08:52.426563
rid_248,resident_name_248,S000248L,90000248,2021-04-01 13:08:52.428791
rid_249,resident_name_249,F000249Y,90000249,2021-04-01 13:08:52.430954
rid_250,resident_name_250,S000250Z,80000250,2021-04-01 13:08:52.433301
rid_251,resident_name_251,F000251E,80000251,2021-04-01 13:08:52.436071
rid_252,resident_name_252,S000252K,80000252,2021-04-01 13:08:52.438657
rid_253,resident_name_253,S000253V,80000253,2021-04-01 13:08:52.440886
rid_254,resident_name_254,F000254W,80000254,2021-04-01 13:08:52.443222
rid_255,resident_name_255,S000255R,80000255,2021-04-01 13:08:52.445392
rid_256,resident_name_256,S000256E,90000256,2021-04-01 13:08:52.447844
rid_257,resident_name_257,S000257N,90000257,2021-04-01 13:08:52.450212
rid_258,resident_name_258,S000258A,90000258,2021-04-01 13:08:52.452393
rid_259,resident_name_259,F000259J,90000259,2021-04-01 13:08:52.455262
rid_260,resident_name_260,S000260B,80000260,2021-04-01 13:08:52.458219
rid_261,resident_name_261,F000261N,80000261,2021-04-01 13:08:52.460536
rid_262,resident_name_262,S000262Y,80000262,2021-04-01 13:08:52.462725
rid_263,resident_name_263,F000263I,90000263,2021-04-01 13:08:52.465273
rid_264,resident_name_264,F000264T,80000264,2021-04-01 13:08:52.467519
rid_265,resident_name_265,S000265D,90000265,2021-04-01 13:08:52.469705
rid_266,resident_name_266,F000266E,90000266,2021-04-01 13:08:52.472329
rid_267,resident_name_267,F000267D,80000267,2021-04-01 13:08:52.475086
rid_268,resident_name_268,F000268F,80000268,2021-04-01 13:08:52.477278
rid_269,resident_name_269,F000269V,90000269,2021-04-01 13:08:52.479427
rid_270,resident_name_270,F000270J,90000270,2021-04-01 13:08:52.481556
rid_271,resident_name_271,S000271I,90000271,2021-04-01 13:08:52.483690
rid_272,resident_name_272,S000272T,80000272,2021-04-01 13:08:52.486186
rid_273,resident_name_273,F000273W,90000273,2021-04-01 13:08:52.488853
rid_274,resident_name_274,S000274M,90000274,2021-04-01 13:08:52.491374
rid_275,resident_name_275,S000275C,90000275,2021-04-01 13:08:52.493565
rid_276,resident_name_276,F000276Z,90000276,2021-04-01 13:08:52.495807
rid_277,resident_name_277,F000277N,80000277,2021-04-01 13:08:52.497980
rid_278,resident_name_278,S000278F,80000278,2021-04-01 13:08:52.500163
rid_279,resident_name_279,F000279Z,90000279,2021-04-01 13:08:52.502874
rid_280,resident_name_280,S000280A,80000280,2021-04-01 13:08:52.505893
rid_281,resident_name_281,S000281J,80000281,2021-04-01 13:08:52.508772
rid_282,resident_name_282,F000282O,90000282,2021-04-01 13:08:52.511024
rid_283,resident_name_283,S000283Q,80000283,2021-04-01 13:08:52.513242
rid_284,resident_name_284,S000284B,80000284,2021-04-01 13:08:52.515464
rid_285,resident_name_285,S000285M,80000285,2021-04-01 13:08:52.517685
rid_286,resident_name_286,F000286F,90000286,2021-04-01 13:08:52.520036
rid_287,resident_name_287,S000287Y,90000287,2021-04-01 13:08:52.522983
rid_288,resident_name_288,S000288O,80000288,2021-04-01 13:08:52.525328
rid_289,resident_name_289,S000289C,80000289,2021-04-01 13:08:52.527425
rid_290,resident_name_290,S000290O,90000290,2021-04-01 13:08:52.530044
rid_291,resident_name_291,S000291T,80000291,2021-04-01 13:08:52.532480
rid_292,resident_name_292,F000292K,90000292,2021-04-01 13:08:52.534795
rid_293,resident_name_293,S000293B,80000293,2021-04-01 13:08:52.537413
rid_294,resident_name_294,F000294Q,90000294,2021-04-01 13:08:52.539747
rid_295,resident_name_295,F000295S,90000295,2021-04-01 13:08:52.541946
rid_296,resident_name_296,S000296Z,80000296,2021-04-01 13:08:52.544312
rid_297,resident_name_297,F000297F,80000297,2021-04-01 13:08:52.546637
rid_298,resident_name_298,F000298P,80000298,2021-04-01 13:08:52.549305
rid_299,resident_name_299,S000299Z,80000299,2021-04-01 13:08:52.551668
rid_300,resident_name_300,F000300E,90000300,2021-04-01 13:08:52.554701
rid_301,resident_name_301,F000301Q,90000301,2021-04-01 13:08:52.557705
rid_302,resident_name_302,F000302L,90000302,2021-04-01 13:08:52.560295
rid_303,resident_name_303,F000303D,90000303,2021-04-01 13:08:52.562667
rid_304,resident_name_304,F000304F,80000304,2021-04-01 13:08:52.564820
rid_305,resident_name_305,S000305G,80000305,2021-04-01 13:08:52.567011
rid_306,resident_name_306,F000306L,80000306,2021-04-01 13:08:52.569142
rid_307,resident_name_307,S000307W,80000307,2021-04-01 13:08:52.571488
rid_308,resident_name_308,F000308E,90000308,2021-04-01 13:08:52.573985
rid_309,resident_name_309,F000309C,80000309,2021-04-01 13:08:52.576143
rid_310,resident_name_310,F000310L,80000310,2021-04-01 13:08:52.578344
rid_311,resident_name_311,S000311L,80000311,2021-04-01 13:08:52.580780
rid_312,resident_name_312,S000312V,90000312,2021-04-01 13:08:52.583396
rid_313,resident_name_313,F000313B,90000313,2021-04-01 13:08:52.585880
rid_314,resident_name_314,F000314I,90000314,2021-04-01 13:08:52.588136
rid_315,resident_name_315,F000315K,90000315,2021-04-01 13:08:52.590503
rid_316,resident_name_316,F000316U,90000316,2021-04-01 13:08:52.592740
rid_317,resident_name_317,S000317D,80000317,2021-04-01 13:08:52.594967
rid_318,resident_name_318,F000318Z,80000318,2021-04-01 13:08:52.597253
rid_319,resident_name_319,F000319C,80000319,2021-04-01 13:08:52.599515
rid_320,resident_name_320,S000320J,80000320,2021-04-01 13:08:52.602197
rid_321,resident_name_321,S000321A,90000321,2021-04-01 13:08:52.604585
rid_322,resident_name_322,F000322F,90000322,2021-04-01 13:08:52.607591
rid_323,resident_name_323,F000323N,80000323,2021-04-01 13:08:52.609831
rid_324,resident_name_324,S000324I,80000324,2021-04-01 13:08:52.612137
rid_325,resident_name_325,S000325I,90000325,2021-04-01 13:08:52.614408
rid_326,resident_name_326,S000326V,80000326,2021-04-01 13:08:52.616805
rid_327,resident_name_327,F000327J,90000327,2021-04-01 13:08:52.619075
rid_328,resident_name_328,S000328Y,90000328,2021-04-01 13:08:52.621555
rid_329,resident_name_329,S000329D,90000329,2021-04-01 13:08:52.623920
rid_330,resident_name_330,S000330N,80000330,2021-04-01 13:08:52.626076
rid_331,resident_name_331,F000331S,90000331,2021-04-01 13:08:52.628709
rid_332,resident_name_332,F000332O,80000332,2021-04-01 13:08:52.631313
rid_333,resident_name_333,S000333Y,80000333,2021-04-01 13:08:52.633861
rid_334,resident_name_334,S000334H,80000334,2021-04-01 13:08:52.636397
rid_335,resident_name_335,F000335Z,80000335,2021-04-01 13:08:52.639031
rid_336,resident_name_336,F000336F,80000336,2021-04-01 13:08:52.641531
rid_337,resident_name_337,F000337J,90000337,2021-04-01 13:08:52.643764
rid_338,resident_name_338,F000338I,90000338,2021-04-01 13:08:52.646005
rid_339,resident_name_339,F000339S,90000339,2021-04-01 13:08:52.648243
rid_340,resident_name_340,S000340K,90000340,2021-04-01 13:08:52.650497
rid_341,resident_name_341,S000341U,80000341,2021-04-01 13:08:52.653065
rid_342,resident_name_342,F000342U,90000342,2021-04-01 13:08:52.656426
rid_343,resident_name_343,F000343V,80000343,2021-04-01 13:08:52.658722
rid_344,resident_name_344,S000344I,90000344,2021-04-01 13:08:52.660966
rid_345,resident_name_345,F000345M,90000345,2021-04-01 13:08:52.663213
rid_346,resident_name_346,F000346M,80000346,2021-04-01 13:08:52.665593
rid_347,resident_name_347,F000347X,80000347,2021-04-01 13:08:52.667847
rid_348,resident_name_348,F000348S,90000348,2021-04-01 13:08:52.670053
rid_349,resident_name_349,S000349B,90000349,2021-04-01 13:08:52.672502
rid_350,resident_name_350,F000350D,80000350,2021-04-01 13:08:52.674819
rid_351,resident_name_351,S000351K,80000351,2021-04-01 13:08:52.676961
rid_352,resident_name_352,S000352Z,80000352,2021-04-01 13:08:52.679163
rid_353,resident_name_353,F000353N,80000353,2021-04-01 13:08:52.681304
rid_354,resident_name_354,S000354H,80000354,2021-04-01 13:08:52.683721
rid_355,resident_name_355,F000355G,80000355,2021-04-01 13:08:52.686407
rid_356,resident_name_356,F000356F,90000356,2021-04-01 13:08:52.688724
rid_357,resident_name_357,S000357V,90000357,2021-04-01 13:08:52.690925
rid_358,resident_name_358,S000358H,90000358,2021-04-01 13:08:52.693079
rid_359,resident_name_359,S000359H,90000359,2021-04-01 13:08:52.695234
rid_360,resident_name_360,F000360D,80000360,2021-04-01 13:08:52.697388
rid_361,resident_name_361,S000361P,90000361,2021-04-01 13:08:52.699563
rid_362,resident_name_362,S000362F,90000362,2021-04-01 13:08:52.701971
rid_363,resident_name_363,S000363H,80000363,2021-04-01 13:08:52.704099
rid_364,resident_name_364,F000364M,90000364,2021-04-01 13:08:52.706222
rid_365,resident_name_365,F000365A,90000365,2021-04-01 13:08:52.709499
rid_366,resident_name_366,S000366M,90000366,2021-04-01 13:08:52.711896
rid_367,resident_name_367,F000367Y,80000367,2021-04-01 13:08:52.714534
rid_368,resident_name_368,F000368Q,90000368,2021-04-01 13:08:52.716878
rid_369,resident_name_369,F000369X,80000369,2021-04-01 13:08:52.719392
rid_370,resident_name_370,S000370I,90000370,2021-04-01 13:08:52.721901
rid_371,resident_name_371,S000371P,90000371,2021-04-01 13:08:52.724369
rid_372,resident_name_372,S000372P,80000372,2021-04-01 13:08:52.726586
rid_373,resident_name_373,F000373F,80000373,2021-04-01 13:08:52.729080
rid_374,resident_name_374,F000374X,80000374,2021-04-01 13:08:52.731250
rid_375,resident_name_375,S000375T,90000375,2021-04-01 13:08:52.733394
