place_id,place_name,url,postal_code,address,lat,lon,place_category,last_update_dt
pid_41,Blk 20 Ghim Moh Road,,270020,"Blk 20, Ghim Moh Road, S(270020)",,,,2021-03-18 00:02:29.463182
pid_42,Blk 208B New Upper Changi Road,,462208,"Blk 208B, New Upper Changi Road, S(462208)",,,,2021-03-18 00:02:29.468002
pid_43,Blk 210 Toa Payoh Lorong 8,,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",,,,2021-03-18 00:02:29.472944
pid_44,Blk 216 Bedok North Street 1,,460216,"Blk 216, Bedok North Street 1, S(460216)",,,,2021-03-18 00:02:29.478270
pid_45,Blk 22 Toa Payoh Lorong 7,,310022,"Blk 22, Lorong 7 Toa Payoh, S(310022)",,,,2021-03-18 00:02:29.484572
pid_46,Blk 226D Ang Mo Kio Ave 1,,564226,"Blk 226D, Ang Mo Kio Ave 1, S(564226)",,,,2021-03-18 00:02:29.489894
pid_47,Blk 226H Ang Mo Kio Street 22,,568226,"Blk 226H, Ang Mo Kio Street 22, S(568226)",,,,2021-03-18 00:02:29.494689
pid_48,Blk 254 Jurong East Street 24,,600254,"Blk 254, Jurong East Street 24, S(600254)",,,,2021-03-18 00:02:29.499751
pid_49,Blk 29 Bendemeer Road,,330029,"Blk 29, Bendemeer Road, S(330029)",,,,2021-03-18 00:02:29.504510
pid_50,Blk 320 Shunfu Road,,570320,"Blk 320, Shunfu Road, S(570320)",,,,2021-03-18 00:02:29.509166
pid_51,Blk 341 Ang Mo Kio Ave 1,,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",,,,2021-03-18 00:02:29.514073
pid_52,Blk 347 Jurong East Ave 1,,600347,"Blk 347, Jurong East Ave 1, S(600347)",,,,2021-03-18 00:02:29.519110
pid_53,Blk 353 Clementi Ave 2,,120353,"Blk 353, Clementi Ave 2, S(120353)",,,,2021-03-18 00:02:29.523828
pid_54,Blk 36 Telok Blangah Rise,,090036,"Blk 36, Telok Blangah Rise, S(090036)",,,,2021-03-18 00:02:29.529796
pid_55,Blk 37A Teban Gardens Road,,601037,"Blk 37A, Teban Garden Road, S(601037)",,,,2021-03-18 00:02:29.534955
pid_56,Blk 409 Ang Mo Kio Ave 10,,560409,"Blk 409, Ang Mo Kio Ave 10, S(560409)",,,,2021-03-18 00:02:29.540227
pid_57,Blk 44 Holland Drive,,270044,"Blk 44, Holland Drive, S(270044)",,,,2021-03-18 00:02:29.545896
pid_58,Blk 448 Clementi Ave 3,,120448,"Blk 448, Clementi Ave 3, S(120448)",,,,2021-03-18 00:02:29.550459
pid_59,Blk 453A Ang Mo Kio Ave 10,,561453,"Blk 453A, Ang Mo Kio Ave 10, S(561453)",,,,2021-03-18 00:02:29.555087
pid_60,Blk 49 Sims Place,,380049,"Blk 49, Sims Place, S(380049)",,,,2021-03-18 00:02:29.560787
pid_61,Blk 4A Eunos Crescent,,402004,"Blk 4A, Eunos Crescent, S(402004)",,,,2021-03-18 00:02:29.565798
pid_62,Blk 4A Jalan Batu,,432004,"Blk 4A, Jalan Batu, S(432004)",,,,2021-03-18 00:02:29.570566
pid_63,Blk 4A Woodlands Centre Road,,731004,"Blk 4A, Woodlands Centre Road, S(731004)",,,,2021-03-18 00:02:29.575873
pid_64,Blk 502 West  Coast Drive,,120502,"Blk 502, West Coast Drive, S(120502)",,,,2021-03-18 00:02:29.582184
pid_65,Blk 503 West Coast Drive,,120503,"Blk 503, West Coast Drive, S(120503)",,,,2021-03-18 00:02:29.586953
pid_66,Blk 505 Jurong West Street 52,,640505,"Blk 505, Jurong West Street 52, S(640505)",,,,2021-03-18 00:02:29.591610
pid_67,Blk 50A Marine Terrace,,441050,"Blk 50A, Marine Terrace, S(441050)",,,,2021-03-18 00:02:29.596631
pid_68,Blk 51 Old Airport Road,,390051,"Blk 51, Old Airport Road, S(390051)",,,,2021-03-18 00:02:29.601687
pid_69,Blk 511 Bedok North Street 3,,460511,"Blk 511, Bedok North Street 3, S(460511)",,,,2021-03-18 00:02:29.606147
pid_70,Blk 527 Ang Mo Kio Ave 10,,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",,,,2021-03-18 00:02:29.610959
pid_71,Blk 538 Bedok North Street 3,,460538,"Blk 538, Bedok North Street 3, S(460538)",,,,2021-03-18 00:02:29.615860
pid_72,Blk 58 New Upper Changi Road,,461058,"Blk 58, New Upper Changi Road, S(461058)",,,,2021-03-18 00:02:29.621645
pid_73,Blk 6 Tanjong Pagar Plaza,,081006,"Blk 6, Tanjong Pagar Plaza, S(081006)",,,,2021-03-18 00:02:29.626620
pid_74,Blk 628 Ang Mo Kio Ave 4,,560628,"Blk 628, Ang Mo Kio Ave 4, S(560628)",,,,2021-03-18 00:02:29.632566
pid_75,Blk 630 Bedok Reservoir Road,,470630,"Blk 630, Bedok Reservoir Road, S(470630)",,,,2021-03-18 00:02:29.637099
pid_76,Blk 69 Geylang Bahru,,330069,"Blk 69, Geylang Bahru, S(330069)",,,,2021-03-18 00:02:29.641814
pid_77,Blk 7 Empress Road,,260007,"Blk 7, Empress Road, S(260007)",,,,2021-03-18 00:02:29.646776
pid_78,Blk 724 Ang Mo Kio Ave 6,,560724,"Blk 724, Ang Mo Kio Ave 6, S(560724)",,,,2021-03-18 00:02:29.651656
pid_79,Blk 726 Clementi West Street 2,,120726,"Blk 726, Clementi West Street 2, S(120726)",,,,2021-03-18 00:02:29.656301
pid_80,Blk 74 Toa Payoh Lorong 4,,310074,"Blk 74, Lorong 4 Toa Payoh, S(310074)",,,,2021-03-18 00:02:29.661154
pid_81,Blk 75 Toa Payoh Lorong 5,,310075,"Blk 75, Lorong 5 Toa Payoh, S(310075)",,,,2021-03-18 00:02:29.665908
pid_82,Blk 79 Redhill Lane,,150079,"Blk 79, Redhill Lane, S(150079)",,,,2021-03-18 00:02:29.670497
pid_83,Blk 79 Telok Blangah Drive,,100079,"Blk 79, Telok Blangah Drive, S(100079)",,,,2021-03-18 00:02:29.675605
pid_84,Blk 80 Circuit Road,,370080,"Blk 80, Circuit Road, S(370080)",,,,2021-03-18 00:02:29.681550
pid_85,Blk 82 Telok Blangah Drive,,100082,"Blk 82, Telok Blangah Drive, S(100082)",,,,2021-03-18 00:02:29.686379
pid_86,Blk 84 Marine Parade Central,,440084,"Blk 84, Marine Parade Central, S(440084)",,,,2021-03-18 00:02:29.692348
pid_87,Blk 85 Bedok North Street 4,,460085,"Blk 85, Bedok North Street 4, S(460085)",,,,2021-03-18 00:02:29.697174
pid_88,Blk 85 Redhill Lane,,150085,"Blk 85, Redhill Lane, S(150085)",,,,2021-03-18 00:02:29.701685
pid_89,Blk 89 Circuit Road,,370089,"Blk 89, Circuit Road, S(370089)",,,,2021-03-18 00:02:29.706519
pid_90,Blk 90 Whampoa Drive,,320090,"Blk 90, Whampoa Drive, S(320090)",,,,2021-03-18 00:02:29.710932
pid_91,Blk 93 Toa Payoh Lorong 4,,310093,"Blk 93, Lorong 4 Toa Payoh, S(310093)",,,,2021-03-18 00:02:29.715874
pid_92,Blks 13/14 Haig Road,,430013/430014,"Blk 13/14, Haig Road, S(430013/430014)",,,,2021-03-18 00:02:29.720412
pid_93,Blks 160/162 Ang Mo Kio Ave 4,,560160/560162,"Blk 160/162, Ang Mo Kio Ave 4, S(560160/560162)",,,,2021-03-18 00:02:29.725291
pid_94,Blks 1A/ 2A/ 3A Commonwealth Drive,,141001/141002/141003,"Blk 1A/ 2A/ 3A, Commonwealth Drive, S(141001/141002/141003)",,,,2021-03-18 00:02:29.730704
pid_95,Blks 2 & 3 Changi Village Road,,500002/500003,"Blk 2/3, Changi Village Road, S(500002/500003)",,,,2021-03-18 00:02:29.735569
pid_96,Blks 20/21 Marsiling Lane,,730020/730021,"Blk 20/21, Marsiling Lane, S(730020/730021)",,,,2021-03-18 00:02:29.741021
pid_97,Blks 221 A/B Boon Lay Place,,641221/642221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",,,,2021-03-18 00:02:29.746580
pid_98,Blks 22A/B Havelock Road,,161022/162022,"Blk 22A/B, Havelock Road, S(161022/162022)",,,,2021-03-18 00:02:29.751315
pid_99,Blks 79/79A Circuit Road,,370079/371079,"Blk 79/79A, Circuit Road, S(370079/371079)",,,,2021-03-18 00:02:29.756067
pid_100,Blks 91/92 Whampoa Drive,,320091/320092,"Blk 91/92, Whampoa Drive, S(320091/320092)",,,,2021-03-18 00:02:29.760879
pid_101,Chinatown Market,,050335,"Blk 335, Smith Street, S(050335)",,,,2021-03-18 00:02:29.765429
pid_102,Chong Pang Market & Food Centre,,760104/760105,"Blk 104/105, Yishun Ring Road, S(760104/760105)",,,,2021-03-18 00:02:29.770165
pid_103,Hong Lim Market & Food Centre,,051531,"Blk 531A, Upper Cross Street, S(051531)",,,,2021-03-18 00:02:29.774729
pid_104,Kovan Market & Food Centre,,530209,"Blk 209, Hougang Street 21, S(530209)",,,,2021-03-18 00:02:29.780450
pid_105,Pek Kio Market & Food Centre,,211041,"Blk 41A, Cambridge Road, S(211041)",,,,2021-03-18 00:02:29.785707
pid_106,People's Park Food Centre,,050032,"Blk 32, New Market Road, S(050032)",,,,2021-03-18 00:02:29.790424
pid_107,Tekka Market,,210665,"Blk 665, Buffalo Road, S(210665)",,,,2021-03-18 00:02:29.796825
pid_107,BENG TONG MANSION,,437035,247 TANJONG KATONG ROAD 437035,,,,2021-03-18 00:02:29.820688
pid_108,BENG TONG MANSION,,437043,255B TANJONG KATONG ROAD 437043,,,,2021-03-18 00:02:29.825320
pid_109,BENG TONG MANSION,,437047,259B TANJONG KATONG ROAD 437047,,,,2021-03-18 00:02:29.830049
pid_110,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 0012,,589829,27B BINJAI PARK 589829,,,,2021-03-18 00:02:29.834712
pid_111,VALLEY MANSIONS,,238637,58A OXLEY ROAD 238637,,,,2021-03-18 00:02:29.839681
pid_112,SPRING COURT / SPRING MANSION,,329367,584/A/B/C BALESTIER ROAD 329367,,,,2021-03-18 00:02:29.844423
pid_113,GOLDHILL TOWERS,,309021,38 GOLDHILL AVENUE 309021,,,,2021-03-18 00:02:29.850200
pid_114,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 0030,,209306,22/A/B FLANDERS SQUARE 209306,,,,2021-03-18 00:02:29.854639
pid_115,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 0038,,209297,6/A/B FLANDERS SQUARE 209297,,,,2021-03-18 00:02:29.859377
pid_116,PEONY MANSION,,189624,46 BENCOOLEN STREET 189624,,,,2021-03-18 00:02:29.863891
pid_117,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 0043,,327720,10 WHAMPOA DRIVE 327720,,,,2021-03-18 00:02:29.868868
pid_118,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 0053,,398888,69B LORONG 16 GEYLANG 398888,,,,2021-03-18 00:02:29.874172
pid_119,ENG AUN MANSION,,307658,322/A/B/C THOMSON ROAD 307658,,,,2021-03-18 00:02:29.880121
pid_120,78 LORONG 25A GEYLANG,,388259,78 LORONG 25A GEYLANG 388259,,,,2021-03-18 00:02:29.885232
pid_121,DRAGON MANSION,,088641,14 SPOTTISWOODE PARK ROAD 088641,,,,2021-03-18 00:02:29.890304
pid_122,MOULMEIN RISE,,RISE,12C MOULMEIN RISE,,,,2021-03-18 00:02:29.895592
pid_123,UNITED MANSION,,458998,596C EAST COAST ROAD 458998,,,,2021-03-18 00:02:29.901289
pid_124,Management Corporation Strata Title No. 0073,,438938,2 GRAY LANE 438938,,,,2021-03-18 00:02:29.905950
pid_125,HONG THYE HOUSE,,387867,7E LORONG 39 GEYLANG 387867,,,,2021-03-18 00:02:29.911390
pid_126,BOTANIC GARDENS MANSION,,257721,10 TAMAN SERASI 257721,,,,2021-03-18 00:02:29.916568
pid_127,HOLLAND TOWER,,249510,10A HOLLAND HEIGHTS 249510,,,,2021-03-18 00:02:29.921509
pid_128,PEAKVILLE MANSION,,488551,20C JALAN PARI KIKIS 488551,,,,2021-03-18 00:02:29.927409
pid_129,27 BALMORAL PARK,,259855,27 BALMORAL PARK 259855,,,,2021-03-18 00:02:29.934132
pid_130,31 BALMORAL PARK,,259858,33L BALMORAL PARK 259858,,,,2021-03-18 00:02:29.939161
pid_131,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 0084,,289204,77A HILLCREST ROAD 289204,,,,2021-03-18 00:02:29.944497
pid_132,98-98E UPPER EAST COAST,,455237,98E UPPER EAST COAST ROAD 455237,,,,2021-03-18 00:02:29.949901
pid_133,RAINBOW MANSION,,249601,4B ONE TREE HILL 249601,,,,2021-03-18 00:02:29.955068
pid_134,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 0090,,388542,9A LORONG 17 GEYLANG 388542,,,,2021-03-18 00:02:29.961073
pid_135,CARPMAEL LODGE,,429754,6F CARPMAEL ROAD 429754,,,,2021-03-18 00:02:29.966778
pid_136,GOLDHILL CENTRE,,307632,169/A/B THOMSON ROAD 307632,,,,2021-03-18 00:02:29.972089
pid_137,TRADEHUB 21,,609966,18 BOON LAY WAY 609966,,,,2021-03-18 00:02:29.977455
pid_138,ST. REGIS RESIDENCES,,247912,31 TANGLIN ROAD 247912,,,,2021-03-18 00:02:29.982638
pid_139,ATRIUM RESIDENCES,,398406,1 LORONG 28 GEYLANG 398406,,,,2021-03-18 00:02:29.987215
pid_140,YEW TEE POINT,,689578,21 CHOA CHU KANG NORTH 6 689578,,,,2021-03-18 00:02:29.991896
pid_141,JURONG POINT 2,,648886,1 JURONG WEST CENTRAL 648886,,,,2021-03-18 00:02:29.998869
pid_142,ION ORCHARD,,238801,2 ORCHARD TURN 238801,,,,2021-03-18 00:02:30.005604
pid_143,MIDVIEW CITY,,573960,18 SIN MING LANE 573960,,,,2021-03-18 00:02:30.011863
pid_144,8 SINARAN DRIVE,,307470,8 SINARAN DRIVE 307470,,,,2021-03-18 00:02:30.016862
pid_145,SCOTTS SQUARE,,228209,6 SCOTTS ROAD 228209,,,,2021-03-18 00:02:30.021362
pid_146,ROCHESTER MALL,,138637,31 ROCHESTER DRIVE 138637,,,,2021-03-18 00:02:30.026194
pid_147,CT HUB,,339407,2 KALLANG AVENUE 339407,,,,2021-03-18 00:02:30.030976
pid_148,BEDOK MALL/ RESIDENCES,,467360,311 NEW UPPER CHANGI ROAD 467360,,,,2021-03-18 00:02:30.036082
pid_149,THE TENNERY/JUNCTION 10,,677899,#01-36 / 1 WOODLANDS ROAD 677899,,,,2021-03-18 00:02:30.041063
pid_150,CT HUB 2,,338729,114 LAVENDER STREET 338729,,,,2021-03-18 00:02:30.045589
pid_151,Westgate Tower,,608531,1 GATEWAY DRIVE 608531,,,,2021-03-18 00:02:30.050402
pid_152,GREENWICH V,,807011,1 SELETAR ROAD 807011,,,,2021-03-18 00:02:30.055207
pid_153,Junction Nine,,768895,18 #02-63 YISHUN AVENUE 9 768895,,,,2021-03-18 00:02:30.060152
pid_154,THE MIDTOWN COMMERCIAL,,534785,1187 UPPER SERANGOON ROAD 534785,,,,2021-03-18 00:02:30.064885
pid_155,KINEX / KATONG REGENCY,,437157,11 TANJONG KATONG ROAD 437157,,,,2021-03-18 00:02:30.069299
pid_156,UP@ROBERTSON QUAY,,238260,92 ROBERTSON QUAY 238260,,,,2021-03-18 00:02:30.073636
pid_157,NEWest,,128020,1 WEST COAST DRIVE 128020,,,,2021-03-18 00:02:30.078831
pid_158,SEAHILL,,126777,119 WEST COAST CRESCENT 126777,,,,2021-03-18 00:02:30.083822
pid_159,KAP,,598332,9 KING ALBERT PARK 598332,,,,2021-03-18 00:02:30.088796
pid_160,CAIRNHILL NINE,,229723,9 CAIRNHILL ROAD 229723,,,,2021-03-18 00:02:30.094139
pid_161,The Star Vista,,138617,1 VISTA EXCHANGE GREEN 138617,,,,2021-03-18 00:02:30.100052
pid_162,PS 100,,079333,PS100 PECK SEAH STREET 079333,,,,2021-03-18 00:02:30.105032
pid_163,HILLV2,,667979,4 HILLVIEW RISE 667979,,,,2021-03-18 00:02:30.109910
pid_164,HILLION MALL / HILLION RESIDENCES,,678278,17 PETIR ROAD 678278,,,,2021-03-18 00:02:30.115098
pid_165,ONZE@TANJONG PAGAR,,089218,11 KEE SENG STREET 089218,,,,2021-03-18 00:02:30.120503
pid_166,THE CITRON & THE CITRON RESIDENCES,,208380,1 MARNE ROAD 208380,,,,2021-03-18 00:02:30.127867
pid_167,South Beach Avenue,,189768,26 BEACH ROAD 189768,,,,2021-03-18 00:02:30.134010
pid_168,ROYAL SQUARE AT NOVENA,,329565,101 IRRAWADDY ROAD 329565,,,,2021-03-18 00:02:30.138583
pid_169,UIC BUILDING,,068808,5 SHENTON WAY 068808,,,,2021-03-18 00:02:30.143440
pid_170,GUOCO TOWER,,078884,7 WALLICH STREET 078884,,,,2021-03-18 00:02:30.148094
pid_171,DUO,,189350,1 FRASER STREET 189350,,,,2021-03-18 00:02:30.153445
pid_172,Marina One - Retail Block The heart,,018935,5 STRAITS VIEW 018935,,,,2021-03-18 00:02:30.158590
pid_173,CAPITOL PIAZZA,,178905,13 STAMFORD ROAD 178905,,,,2021-03-18 00:02:30.164152
pid_174,Waterway Point,,828761,83 PUNGGOL CENTRAL 828761,,,,2021-03-18 00:02:30.170247
pid_175,The Wisteria/Wisteria Mall,,768696,594 YISHUN RING ROAD 768696,,,,2021-03-18 00:02:30.177108
pid_176,THE POIZ RESIDENCES,,347697,51 UPPER SERANGOON ROAD 347697,,,,2021-03-18 00:02:30.182566
pid_177,Subsidiary Management Corporation No. 1 Strata Title Plan No. 4735,,048622,30 RAFFLES PLACE 048622,,,,2021-03-18 00:02:30.189533
pid_178,MANAGEMENT CORPN STRATA TITLE PLAN NO. 109,,436990,188-9B TANJONG KATONG ROAD 436990,,,,2021-03-18 00:02:30.196481
pid_179,NORTHERN MANSION,,219065,99J MERGUI ROAD 219065,,,,2021-03-18 00:02:30.201409
pid_180,enbloc,,328686,222/A-C BALESTIER ROAD 328686,,,,2021-03-18 00:02:30.205896
pid_181,DRAGON MANSION,,088642,18 SPOTTISWOODE PARK ROAD 088642,,,,2021-03-18 00:02:30.210245
pid_182,BRIGHTS APARTMENT,,329551,57D IRRAWADDY ROAD 329551,,,,2021-03-18 00:02:30.214784
pid_183,South Union Park,,457254,59C JALAN TUA KONG 457254,,,,2021-03-18 00:02:30.220106
pid_184,HERTFORD MANSION,,219847,21/A/B BRISTOL ROAD 219847,,,,2021-03-18 00:02:30.224495
pid_185,REALTY PARK,,536957,48/A LORONG 1 REALTY PARK 536957,,,,2021-03-18 00:02:30.229441
pid_186,BAN GUAN PARK,,ROAD,74A GREENLEAF ROAD,,,,2021-03-18 00:02:30.234119
pid_187,WOOLLERTON PARK APARTMENT,,257530,36E WOOLLERTON PARK 257530,,,,2021-03-18 00:02:30.238605
pid_188,MUTUAL COURT,,328694,8/A/B/C/D MAR THOMA ROAD 328694,,,,2021-03-18 00:02:30.243390
pid_189,CAVENAGH COURT,,229628,151 CAVENAGH ROAD 229628,,,,2021-03-18 00:02:30.247896
pid_190,CHANGI HEIGHTS,,BULAN,NIL JALAN SINAR BULAN,,,,2021-03-18 00:02:30.252754
pid_191,REALTY CENTRE,,79716,16W ENGGOR STREET 79716,,,,2021-03-18 00:02:30.257265
pid_192,FAIRHAVEN,,228185,130T SOPHIA ROAD 228185,,,,2021-03-18 00:02:30.263211
pid_193,GRAND BUILDING,,48695,17J PHILLIP STREET 48695,,,,2021-03-18 00:02:30.268695
pid_194,LAVENDER STREET,,338764,205 LAVENDER STREET 338764,,,,2021-03-18 00:02:30.274318
pid_195,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0157,,328874,16/A/B KIM KEAT LANE 328874,,,,2021-03-18 00:02:30.279390
pid_196,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0158,,328865,8/A/B KIM KEAT LANE 328865,,,,2021-03-18 00:02:30.284597
pid_197,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0159,,328861,4/A/B KIM KEAT LANE 328861,,,,2021-03-18 00:02:30.289894
pid_198,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0160,,328859,2/A/B KIM KEAT LANE 328859,,,,2021-03-18 00:02:30.295721
pid_199,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0161,,328913,1/A/B KIM KEAT CLOSE 328913,,,,2021-03-18 00:02:30.301166
pid_200,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0162,,328915,3/A/B KIM KEAT CLOSE 328915,,,,2021-03-18 00:02:30.306485
pid_201,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0163,,328917,5/A/B KIM KEAT CLOSE 328917,,,,2021-03-18 00:02:30.312241
pid_202,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0164,,328919,7/A/B KIM KEAT CLOSE 328919,,,,2021-03-18 00:02:30.318098
pid_203,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0165,,328921,9B KIM KEAT CLOSE 328921,,,,2021-03-18 00:02:30.322904
pid_204,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0166,,328923,11/A/B KIM KEAT CLOSE 328923,,,,2021-03-18 00:02:30.328994
pid_205,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0167,,328926,15/A/B KIM KEAT CLOSE 328926,,,,2021-03-18 00:02:30.334458
pid_206,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0168,,328930,19/A/B KIM KEAT CLOSE 328930,,,,2021-03-18 00:02:30.339624
pid_207,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0169,,328931,21/A/B KIM KEAT CLOSE 328931,,,,2021-03-18 00:02:30.344229
pid_208,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0170,,328932,23/A/B KIM KEAT CLOSE 328932,,,,2021-03-18 00:02:30.349780
pid_209,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0171,,328914,2/A/B KIM KEAT CLOSE 328914,,,,2021-03-18 00:02:30.354276
pid_210,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0172,,328916,4/A/B KIM KEAT CLOSE 328916,,,,2021-03-18 00:02:30.360719
pid_211,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0173,,328918,6/A/B KIM KEAT CLOSE 328918,,,,2021-03-18 00:02:30.366835
pid_212,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0174,,328920,8/A/B KIM KEAT CLOSE 328920,,,,2021-03-18 00:02:30.372772
pid_213,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0175,,328922,10/A/B KIM KEAT CLOSE 328922,,,,2021-03-18 00:02:30.378861
pid_214,MANAGEMENT CORPN STRATA TITLE PLAN NO. 0176,,328924,12/A/B KIM KEAT CLOSE 328924,,,,2021-03-18 00:02:30.384197
