resident_id,resident_name,nric,phone_number,last_update_dt
rid_54,resident_name_54,F000054B,90000054,2021-04-01 16:59:09.534714
rid_55,resident_name_55,F000055G,90000055,2021-04-01 16:59:09.537522
rid_56,resident_name_56,F000056O,80000056,2021-04-01 16:59:09.539674
rid_57,resident_name_57,F000057L,80000057,2021-04-01 16:59:09.541940
rid_58,resident_name_58,F000058K,90000058,2021-04-01 16:59:09.544098
rid_59,resident_name_59,S000059Z,90000059,2021-04-01 16:59:09.546204
rid_60,resident_name_60,S000060B,90000060,2021-04-01 16:59:09.548368
rid_61,resident_name_61,S000061I,80000061,2021-04-01 16:59:09.550476
rid_62,resident_name_62,F000062S,80000062,2021-04-01 16:59:09.552594
rid_63,resident_name_63,F000063P,90000063,2021-04-01 16:59:09.554880
rid_64,resident_name_64,S000064C,80000064,2021-04-01 16:59:09.557001
rid_65,resident_name_65,S000065W,80000065,2021-04-01 16:59:09.559120
rid_66,resident_name_66,S000066D,80000066,2021-04-01 16:59:09.561279
rid_67,resident_name_67,S000067H,90000067,2021-04-01 16:59:09.563373
rid_68,resident_name_68,F000068N,80000068,2021-04-01 16:59:09.565471
rid_69,resident_name_69,F000069V,90000069,2021-04-01 16:59:09.567633
rid_70,resident_name_70,S000070P,80000070,2021-04-01 16:59:09.569731
rid_71,resident_name_71,F000071K,90000071,2021-04-01 16:59:09.571840
rid_72,resident_name_72,S000072X,80000072,2021-04-01 16:59:09.574279
rid_73,resident_name_73,S000073O,80000073,2021-04-01 16:59:09.576938
rid_74,resident_name_74,F000074W,90000074,2021-04-01 16:59:09.579205
rid_75,resident_name_75,F000075J,80000075,2021-04-01 16:59:09.581388
rid_76,resident_name_76,F000076W,80000076,2021-04-01 16:59:09.583495
rid_77,resident_name_77,S000077V,80000077,2021-04-01 16:59:09.585674
rid_78,resident_name_78,S000078W,90000078,2021-04-01 16:59:09.587781
rid_79,resident_name_79,S000079D,80000079,2021-04-01 16:59:09.590868
rid_80,resident_name_80,F000080N,80000080,2021-04-01 16:59:09.593173
rid_81,resident_name_81,S000081L,90000081,2021-04-01 16:59:09.595301
rid_82,resident_name_82,F000082A,90000082,2021-04-01 16:59:09.597386
rid_83,resident_name_83,F000083C,80000083,2021-04-01 16:59:09.599552
rid_84,resident_name_84,S000084R,80000084,2021-04-01 16:59:09.601791
rid_85,resident_name_85,S000085K,90000085,2021-04-01 16:59:09.603891
rid_86,resident_name_86,S000086F,80000086,2021-04-01 16:59:09.606021
rid_87,resident_name_87,S000087J,80000087,2021-04-01 16:59:09.608113
rid_88,resident_name_88,F000088Z,80000088,2021-04-01 16:59:09.610203
rid_89,resident_name_89,S000089G,80000089,2021-04-01 16:59:09.612414
rid_90,resident_name_90,F000090Z,80000090,2021-04-01 16:59:09.614509
rid_91,resident_name_91,S000091K,90000091,2021-04-01 16:59:09.616673
rid_92,resident_name_92,S000092M,90000092,2021-04-01 16:59:09.619091
rid_93,resident_name_93,F000093Y,80000093,2021-04-01 16:59:09.622050
rid_94,resident_name_94,S000094T,90000094,2021-04-01 16:59:09.624206
rid_95,resident_name_95,F000095D,80000095,2021-04-01 16:59:09.626309
rid_96,resident_name_96,F000096P,80000096,2021-04-01 16:59:09.628973
rid_97,resident_name_97,F000097Q,90000097,2021-04-01 16:59:09.631125
rid_98,resident_name_98,F000098M,90000098,2021-04-01 16:59:09.642173
rid_99,resident_name_99,S000099B,80000099,2021-04-01 16:59:09.644508
rid_100,resident_name_100,S000100P,80000100,2021-04-01 16:59:09.646806
rid_101,resident_name_101,S000101N,80000101,2021-04-01 16:59:09.648965
rid_102,resident_name_102,S000102U,90000102,2021-04-01 16:59:09.651641
rid_103,resident_name_103,S000103X,80000103,2021-04-01 16:59:09.653950
rid_104,resident_name_104,S000104C,90000104,2021-04-01 16:59:09.656073
rid_105,resident_name_105,S000105H,90000105,2021-04-01 16:59:09.658298
rid_106,resident_name_106,S000106Q,80000106,2021-04-01 16:59:09.660406
rid_107,resident_name_107,S000107W,90000107,2021-04-01 16:59:09.662517
rid_108,resident_name_108,S000108B,90000108,2021-04-01 16:59:09.664957
rid_109,resident_name_109,F000109A,90000109,2021-04-01 16:59:09.667053
rid_110,resident_name_110,S000110D,80000110,2021-04-01 16:59:09.669225
rid_111,resident_name_111,S000111Q,80000111,2021-04-01 16:59:09.671576
rid_112,resident_name_112,F000112R,90000112,2021-04-01 16:59:09.673685
rid_113,resident_name_113,S000113I,90000113,2021-04-01 16:59:09.676236
rid_114,resident_name_114,S000114C,90000114,2021-04-01 16:59:09.679550
rid_115,resident_name_115,S000115L,80000115,2021-04-01 16:59:09.681931
rid_116,resident_name_116,S000116O,90000116,2021-04-01 16:59:09.684124
rid_117,resident_name_117,F000117O,90000117,2021-04-01 16:59:09.686267
rid_118,resident_name_118,S000118K,80000118,2021-04-01 16:59:09.688525
rid_119,resident_name_119,F000119V,90000119,2021-04-01 16:59:09.690671
rid_120,resident_name_120,F000120K,90000120,2021-04-01 16:59:09.692888
rid_121,resident_name_121,S000121A,80000121,2021-04-01 16:59:09.695237
rid_122,resident_name_122,S000122I,90000122,2021-04-01 16:59:09.699272
rid_123,resident_name_123,S000123Y,80000123,2021-04-01 16:59:09.701903
rid_124,resident_name_124,F000124L,80000124,2021-04-01 16:59:09.704162
rid_125,resident_name_125,S000125D,80000125,2021-04-01 16:59:09.706399
rid_126,resident_name_126,F000126X,90000126,2021-04-01 16:59:09.708621
rid_127,resident_name_127,S000127J,90000127,2021-04-01 16:59:09.711070
rid_128,resident_name_128,F000128I,90000128,2021-04-01 16:59:09.713498
rid_129,resident_name_129,F000129X,90000129,2021-04-01 16:59:09.715816
rid_130,resident_name_130,S000130A,80000130,2021-04-01 16:59:09.717992
rid_131,resident_name_131,S000131N,90000131,2021-04-01 16:59:09.720164
rid_132,resident_name_132,F000132U,80000132,2021-04-01 16:59:09.722371
rid_133,resident_name_133,F000133B,80000133,2021-04-01 16:59:09.724528
rid_134,resident_name_134,S000134D,90000134,2021-04-01 16:59:09.726900
rid_135,resident_name_135,F000135A,80000135,2021-04-01 16:59:09.729136
rid_136,resident_name_136,S000136N,80000136,2021-04-01 16:59:09.731300
rid_137,resident_name_137,S000137G,80000137,2021-04-01 16:59:09.733512
rid_138,resident_name_138,S000138Q,80000138,2021-04-01 16:59:09.735671
rid_139,resident_name_139,S000139E,80000139,2021-04-01 16:59:09.737863
rid_140,resident_name_140,F000140R,90000140,2021-04-01 16:59:09.740016
rid_141,resident_name_141,F000141O,90000141,2021-04-01 16:59:09.742115
rid_142,resident_name_142,S000142X,80000142,2021-04-01 16:59:09.744202
rid_143,resident_name_143,S000143H,90000143,2021-04-01 16:59:09.746380
rid_144,resident_name_144,S000144V,90000144,2021-04-01 16:59:09.748478
rid_145,resident_name_145,F000145B,80000145,2021-04-01 16:59:09.750568
rid_146,resident_name_146,S000146C,90000146,2021-04-01 16:59:09.752812
rid_147,resident_name_147,S000147P,90000147,2021-04-01 16:59:09.754929
rid_148,resident_name_148,S000148U,90000148,2021-04-01 16:59:09.757022
rid_149,resident_name_149,F000149T,90000149,2021-04-01 16:59:09.759224
rid_150,resident_name_150,S000150H,90000150,2021-04-01 16:59:09.761316
rid_151,resident_name_151,S000151K,80000151,2021-04-01 16:59:09.763398
rid_152,resident_name_152,S000152C,90000152,2021-04-01 16:59:09.765682
rid_153,resident_name_153,F000153J,90000153,2021-04-01 16:59:09.767900
rid_154,resident_name_154,F000154V,90000154,2021-04-01 16:59:09.770033
rid_155,resident_name_155,F000155U,80000155,2021-04-01 16:59:09.772159
rid_156,resident_name_156,F000156D,80000156,2021-04-01 16:59:09.774240
rid_157,resident_name_157,F000157Y,80000157,2021-04-01 16:59:09.776368
rid_158,resident_name_158,F000158O,80000158,2021-04-01 16:59:09.778529
rid_159,resident_name_159,F000159I,90000159,2021-04-01 16:59:09.780746
rid_160,resident_name_160,F000160J,90000160,2021-04-01 16:59:09.782989
rid_161,resident_name_161,S000161Q,90000161,2021-04-01 16:59:09.785085
rid_162,resident_name_162,S000162L,90000162,2021-04-01 16:59:09.787175
rid_163,resident_name_163,S000163A,90000163,2021-04-01 16:59:09.789352
rid_164,resident_name_164,F000164L,90000164,2021-04-01 16:59:09.791443
rid_165,resident_name_165,S000165N,90000165,2021-04-01 16:59:09.793537
rid_166,resident_name_166,S000166H,90000166,2021-04-01 16:59:09.795623
rid_167,resident_name_167,S000167K,90000167,2021-04-01 16:59:09.797709
rid_168,resident_name_168,F000168N,90000168,2021-04-01 16:59:09.799790
rid_169,resident_name_169,S000169L,80000169,2021-04-01 16:59:09.802094
rid_170,resident_name_170,S000170S,80000170,2021-04-01 16:59:09.804202
rid_171,resident_name_171,S000171Q,80000171,2021-04-01 16:59:09.806366
rid_172,resident_name_172,S000172Y,80000172,2021-04-01 16:59:09.808477
rid_173,resident_name_173,S000173C,90000173,2021-04-01 16:59:09.810563
rid_174,resident_name_174,S000174I,90000174,2021-04-01 16:59:09.812716
rid_175,resident_name_175,S000175W,80000175,2021-04-01 16:59:09.814815
rid_176,resident_name_176,S000176M,80000176,2021-04-01 16:59:09.816893
rid_177,resident_name_177,F000177I,90000177,2021-04-01 16:59:09.819020
rid_178,resident_name_178,F000178W,90000178,2021-04-01 16:59:09.821184
rid_179,resident_name_179,S000179P,90000179,2021-04-01 16:59:09.823303
rid_180,resident_name_180,F000180X,90000180,2021-04-01 16:59:09.825499
rid_181,resident_name_181,F000181J,90000181,2021-04-01 16:59:09.827596
rid_182,resident_name_182,S000182R,90000182,2021-04-01 16:59:09.829692
rid_183,resident_name_183,S000183I,80000183,2021-04-01 16:59:09.831821
rid_184,resident_name_184,S000184K,80000184,2021-04-01 16:59:09.833917
rid_185,resident_name_185,S000185B,80000185,2021-04-01 16:59:09.836012
rid_186,resident_name_186,S000186C,90000186,2021-04-01 16:59:09.838281
rid_187,resident_name_187,F000187L,90000187,2021-04-01 16:59:09.840384
rid_188,resident_name_188,F000188H,90000188,2021-04-01 16:59:09.842485
rid_189,resident_name_189,F000189X,80000189,2021-04-01 16:59:09.844617
rid_190,resident_name_190,S000190F,80000190,2021-04-01 16:59:09.846709
rid_191,resident_name_191,F000191Q,80000191,2021-04-01 16:59:09.848856
rid_192,resident_name_192,S000192N,80000192,2021-04-01 16:59:09.851023
rid_193,resident_name_193,F000193M,90000193,2021-04-01 16:59:09.853238
rid_194,resident_name_194,F000194U,90000194,2021-04-01 16:59:09.855344
rid_195,resident_name_195,S000195E,90000195,2021-04-01 16:59:09.857485
rid_196,resident_name_196,S000196Q,80000196,2021-04-01 16:59:09.859581
rid_197,resident_name_197,S000197F,90000197,2021-04-01 16:59:09.861666
rid_198,resident_name_198,F000198B,80000198,2021-04-01 16:59:09.863832
rid_199,resident_name_199,F000199K,90000199,2021-04-01 16:59:09.865922
rid_200,resident_name_200,F000200D,90000200,2021-04-01 16:59:09.868012
rid_201,resident_name_201,S000201X,90000201,2021-04-01 16:59:09.870141
rid_202,resident_name_202,S000202B,80000202,2021-04-01 16:59:09.872409
rid_203,resident_name_203,F000203N,80000203,2021-04-01 16:59:09.874517
rid_204,resident_name_204,S000204H,90000204,2021-04-01 16:59:09.876732
rid_205,resident_name_205,S000205C,80000205,2021-04-01 16:59:09.878831
rid_206,resident_name_206,S000206E,90000206,2021-04-01 16:59:09.880931
rid_207,resident_name_207,F000207K,80000207,2021-04-01 16:59:09.883062
rid_208,resident_name_208,F000208I,80000208,2021-04-01 16:59:09.885153
rid_209,resident_name_209,F000209U,90000209,2021-04-01 16:59:09.887237
rid_210,resident_name_210,S000210Z,90000210,2021-04-01 16:59:09.889392
rid_211,resident_name_211,F000211M,80000211,2021-04-01 16:59:09.891485
rid_212,resident_name_212,S000212Y,80000212,2021-04-01 16:59:09.893585
rid_213,resident_name_213,S000213F,90000213,2021-04-01 16:59:09.895881
rid_214,resident_name_214,S000214E,80000214,2021-04-01 16:59:09.898298
rid_215,resident_name_215,F000215H,90000215,2021-04-01 16:59:09.900393
rid_216,resident_name_216,F000216J,90000216,2021-04-01 16:59:09.902531
rid_217,resident_name_217,F000217U,80000217,2021-04-01 16:59:09.904661
rid_218,resident_name_218,S000218Y,80000218,2021-04-01 16:59:09.907019
rid_219,resident_name_219,F000219U,90000219,2021-04-01 16:59:09.909149
rid_220,resident_name_220,F000220Q,80000220,2021-04-01 16:59:09.911251
rid_221,resident_name_221,F000221T,90000221,2021-04-01 16:59:09.913440
rid_222,resident_name_222,F000222Z,80000222,2021-04-01 16:59:09.915675
rid_223,resident_name_223,S000223F,80000223,2021-04-01 16:59:09.917804
rid_224,resident_name_224,S000224B,90000224,2021-04-01 16:59:09.919945
rid_225,resident_name_225,S000225C,80000225,2021-04-01 16:59:09.922120
rid_226,resident_name_226,S000226C,90000226,2021-04-01 16:59:09.924236
rid_227,resident_name_227,F000227N,80000227,2021-04-01 16:59:09.926489
rid_228,resident_name_228,S000228R,90000228,2021-04-01 16:59:09.928602
rid_229,resident_name_229,S000229V,80000229,2021-04-01 16:59:09.930701
rid_230,resident_name_230,S000230B,80000230,2021-04-01 16:59:09.932831
rid_231,resident_name_231,F000231Z,80000231,2021-04-01 16:59:09.934938
rid_232,resident_name_232,F000232N,90000232,2021-04-01 16:59:09.937039
rid_233,resident_name_233,F000233Q,90000233,2021-04-01 16:59:09.939299
rid_234,resident_name_234,F000234Q,80000234,2021-04-01 16:59:09.941762
rid_235,resident_name_235,S000235X,80000235,2021-04-01 16:59:09.944161
rid_236,resident_name_236,S000236K,80000236,2021-04-01 16:59:09.946440
rid_237,resident_name_237,F000237B,90000237,2021-04-01 16:59:09.948685
rid_238,resident_name_238,S000238F,90000238,2021-04-01 16:59:09.950891
rid_239,resident_name_239,F000239M,90000239,2021-04-01 16:59:09.953196
rid_240,resident_name_240,S000240U,90000240,2021-04-01 16:59:09.955388
rid_241,resident_name_241,S000241A,90000241,2021-04-01 16:59:09.957486
rid_242,resident_name_242,S000242W,80000242,2021-04-01 16:59:09.959638
rid_243,resident_name_243,S000243O,80000243,2021-04-01 16:59:09.961945
rid_244,resident_name_244,S000244S,90000244,2021-04-01 16:59:09.964039
rid_245,resident_name_245,F000245E,80000245,2021-04-01 16:59:09.966164
rid_246,resident_name_246,S000246Y,80000246,2021-04-01 16:59:09.968242
rid_247,resident_name_247,S000247E,90000247,2021-04-01 16:59:09.970325
rid_248,resident_name_248,S000248Q,80000248,2021-04-01 16:59:09.972599
rid_249,resident_name_249,S000249M,80000249,2021-04-01 16:59:09.974683
rid_250,resident_name_250,S000250M,80000250,2021-04-01 16:59:09.976910
rid_251,resident_name_251,F000251V,90000251,2021-04-01 16:59:09.979012
rid_252,resident_name_252,F000252F,80000252,2021-04-01 16:59:09.981106
rid_253,resident_name_253,S000253Y,80000253,2021-04-01 16:59:09.983367
rid_254,resident_name_254,F000254H,90000254,2021-04-01 16:59:09.985458
rid_255,resident_name_255,F000255G,90000255,2021-04-01 16:59:09.987537
rid_256,resident_name_256,S000256W,80000256,2021-04-01 16:59:09.989922
rid_257,resident_name_257,S000257H,80000257,2021-04-01 16:59:09.992896
rid_258,resident_name_258,S000258S,80000258,2021-04-01 16:59:09.995042
rid_259,resident_name_259,S000259W,90000259,2021-04-01 16:59:09.997173
rid_260,resident_name_260,F000260S,80000260,2021-04-01 16:59:09.999259
rid_261,resident_name_261,F000261A,90000261,2021-04-01 16:59:10.001371
rid_262,resident_name_262,F000262V,80000262,2021-04-01 16:59:10.003445
rid_263,resident_name_263,F000263J,80000263,2021-04-01 16:59:10.005516
rid_264,resident_name_264,S000264W,80000264,2021-04-01 16:59:10.007858
rid_265,resident_name_265,S000265C,80000265,2021-04-01 16:59:10.009975
rid_266,resident_name_266,S000266G,90000266,2021-04-01 16:59:10.012158
rid_267,resident_name_267,F000267M,90000267,2021-04-01 16:59:10.014532
rid_268,resident_name_268,F000268B,90000268,2021-04-01 16:59:10.016635
rid_269,resident_name_269,S000269N,90000269,2021-04-01 16:59:10.018747
rid_270,resident_name_270,F000270N,80000270,2021-04-01 16:59:10.020827
rid_271,resident_name_271,S000271Y,90000271,2021-04-01 16:59:10.022894
rid_272,resident_name_272,S000272D,80000272,2021-04-01 16:59:10.025012
rid_273,resident_name_273,S000273E,90000273,2021-04-01 16:59:10.027132
rid_274,resident_name_274,F000274Y,90000274,2021-04-01 16:59:10.029207
rid_275,resident_name_275,F000275B,90000275,2021-04-01 16:59:10.031360
rid_276,resident_name_276,S000276Q,80000276,2021-04-01 16:59:10.033448
rid_277,resident_name_277,S000277L,90000277,2021-04-01 16:59:10.035526
rid_278,resident_name_278,F000278E,80000278,2021-04-01 16:59:10.037642
rid_279,resident_name_279,F000279I,90000279,2021-04-01 16:59:10.039720
rid_280,resident_name_280,S000280W,90000280,2021-04-01 16:59:10.041809
rid_281,resident_name_281,S000281U,90000281,2021-04-01 16:59:10.043930
rid_282,resident_name_282,S000282H,80000282,2021-04-01 16:59:10.046132
rid_283,resident_name_283,F000283V,90000283,2021-04-01 16:59:10.048398
rid_284,resident_name_284,S000284Z,80000284,2021-04-01 16:59:10.050562
rid_285,resident_name_285,S000285H,80000285,2021-04-01 16:59:10.052737
rid_286,resident_name_286,S000286C,80000286,2021-04-01 16:59:10.054821
rid_287,resident_name_287,F000287B,90000287,2021-04-01 16:59:10.057011
rid_288,resident_name_288,S000288R,80000288,2021-04-01 16:59:10.059095
rid_289,resident_name_289,F000289F,90000289,2021-04-01 16:59:10.061176
rid_290,resident_name_290,S000290V,90000290,2021-04-01 16:59:10.063327
rid_291,resident_name_291,S000291D,80000291,2021-04-01 16:59:10.065397
rid_292,resident_name_292,F000292M,80000292,2021-04-01 16:59:10.067481
rid_293,resident_name_293,F000293X,90000293,2021-04-01 16:59:10.069874
rid_294,resident_name_294,F000294Q,80000294,2021-04-01 16:59:10.071987
rid_295,resident_name_295,S000295F,90000295,2021-04-01 16:59:10.074078
rid_296,resident_name_296,F000296K,80000296,2021-04-01 16:59:10.076273
rid_297,resident_name_297,S000297G,80000297,2021-04-01 16:59:10.078489
rid_298,resident_name_298,F000298C,80000298,2021-04-01 16:59:10.080634
rid_299,resident_name_299,F000299O,90000299,2021-04-01 16:59:10.082786
rid_300,resident_name_300,F000300N,80000300,2021-04-01 16:59:10.084873
rid_301,resident_name_301,F000301F,80000301,2021-04-01 16:59:10.087022
rid_302,resident_name_302,F000302V,80000302,2021-04-01 16:59:10.089098
rid_303,resident_name_303,S000303L,80000303,2021-04-01 16:59:10.091161
rid_304,resident_name_304,S000304E,90000304,2021-04-01 16:59:10.093263
rid_305,resident_name_305,S000305S,90000305,2021-04-01 16:59:10.095319
rid_306,resident_name_306,F000306E,80000306,2021-04-01 16:59:10.097533
rid_307,resident_name_307,S000307M,80000307,2021-04-01 16:59:10.099673
rid_308,resident_name_308,F000308U,80000308,2021-04-01 16:59:10.101778
rid_309,resident_name_309,S000309D,90000309,2021-04-01 16:59:10.103960
rid_310,resident_name_310,S000310H,80000310,2021-04-01 16:59:10.106059
rid_311,resident_name_311,S000311X,80000311,2021-04-01 16:59:10.108259
rid_312,resident_name_312,F000312D,90000312,2021-04-01 16:59:10.110452
rid_313,resident_name_313,S000313L,90000313,2021-04-01 16:59:10.112561
rid_314,resident_name_314,F000314O,90000314,2021-04-01 16:59:10.114661
rid_315,resident_name_315,S000315B,90000315,2021-04-01 16:59:10.116800
rid_316,resident_name_316,S000316Q,80000316,2021-04-01 16:59:10.119082
rid_317,resident_name_317,F000317F,90000317,2021-04-01 16:59:10.121241
rid_318,resident_name_318,S000318P,80000318,2021-04-01 16:59:10.123472
rid_319,resident_name_319,S000319R,90000319,2021-04-01 16:59:10.125557
rid_320,resident_name_320,S000320X,80000320,2021-04-01 16:59:10.127647
rid_321,resident_name_321,S000321Q,80000321,2021-04-01 16:59:10.129761
rid_322,resident_name_322,F000322D,90000322,2021-04-01 16:59:10.131853
rid_323,resident_name_323,F000323Z,90000323,2021-04-01 16:59:10.133933
rid_324,resident_name_324,S000324W,80000324,2021-04-01 16:59:10.136080
rid_325,resident_name_325,F000325V,90000325,2021-04-01 16:59:10.138163
rid_326,resident_name_326,F000326Z,90000326,2021-04-01 16:59:10.140231
rid_327,resident_name_327,F000327T,90000327,2021-04-01 16:59:10.142411
rid_328,resident_name_328,S000328X,90000328,2021-04-01 16:59:10.144487
rid_329,resident_name_329,S000329A,80000329,2021-04-01 16:59:10.146574
rid_330,resident_name_330,S000330Q,80000330,2021-04-01 16:59:10.148684
rid_331,resident_name_331,F000331D,80000331,2021-04-01 16:59:10.150763
rid_332,resident_name_332,F000332U,90000332,2021-04-01 16:59:10.152965
rid_333,resident_name_333,F000333B,90000333,2021-04-01 16:59:10.155090
rid_334,resident_name_334,S000334K,90000334,2021-04-01 16:59:10.157172
rid_335,resident_name_335,F000335E,90000335,2021-04-01 16:59:10.159435
rid_336,resident_name_336,F000336D,90000336,2021-04-01 16:59:10.161521
rid_337,resident_name_337,S000337L,80000337,2021-04-01 16:59:10.163606
rid_338,resident_name_338,F000338N,80000338,2021-04-01 16:59:10.165747
rid_339,resident_name_339,F000339B,90000339,2021-04-01 16:59:10.167833
rid_340,resident_name_340,S000340A,80000340,2021-04-01 16:59:10.169912
rid_341,resident_name_341,S000341K,80000341,2021-04-01 16:59:10.172071
rid_342,resident_name_342,S000342E,80000342,2021-04-01 16:59:10.174329
rid_343,resident_name_343,S000343A,90000343,2021-04-01 16:59:10.176432
rid_344,resident_name_344,S000344C,80000344,2021-04-01 16:59:10.178598
rid_345,resident_name_345,S000345D,90000345,2021-04-01 16:59:10.180663
rid_346,resident_name_346,F000346C,80000346,2021-04-01 16:59:10.182736
rid_347,resident_name_347,F000347C,90000347,2021-04-01 16:59:10.184844
rid_348,resident_name_348,S000348C,80000348,2021-04-01 16:59:10.186901
rid_349,resident_name_349,F000349D,90000349,2021-04-01 16:59:10.189064
rid_350,resident_name_350,F000350K,90000350,2021-04-01 16:59:10.191207
rid_351,resident_name_351,F000351W,80000351,2021-04-01 16:59:10.193286
rid_352,resident_name_352,F000352U,90000352,2021-04-01 16:59:10.195472
rid_353,resident_name_353,S000353B,80000353,2021-04-01 16:59:10.197545
rid_354,resident_name_354,F000354I,90000354,2021-04-01 16:59:10.199869
rid_355,resident_name_355,S000355J,90000355,2021-04-01 16:59:10.201989
rid_356,resident_name_356,S000356D,80000356,2021-04-01 16:59:10.204058
rid_357,resident_name_357,F000357N,80000357,2021-04-01 16:59:10.206122
rid_358,resident_name_358,S000358F,90000358,2021-04-01 16:59:10.208225
rid_359,resident_name_359,S000359C,90000359,2021-04-01 16:59:10.210299
rid_360,resident_name_360,F000360A,90000360,2021-04-01 16:59:10.212362
rid_361,resident_name_361,S000361F,90000361,2021-04-01 16:59:10.214549
rid_362,resident_name_362,F000362Q,80000362,2021-04-01 16:59:10.216631
rid_363,resident_name_363,F000363U,80000363,2021-04-01 16:59:10.218698
rid_364,resident_name_364,S000364R,90000364,2021-04-01 16:59:10.220837
rid_365,resident_name_365,S000365Q,90000365,2021-04-01 16:59:10.222898
rid_366,resident_name_366,F000366G,90000366,2021-04-01 16:59:10.225080
rid_367,resident_name_367,S000367E,80000367,2021-04-01 16:59:10.227162
rid_368,resident_name_368,S000368C,80000368,2021-04-01 16:59:10.229234
rid_369,resident_name_369,S000369M,90000369,2021-04-01 16:59:10.231425
rid_370,resident_name_370,F000370I,80000370,2021-04-01 16:59:10.233511
rid_371,resident_name_371,F000371P,90000371,2021-04-01 16:59:10.235617
rid_372,resident_name_372,S000372H,80000372,2021-04-01 16:59:10.237764
rid_373,resident_name_373,F000373F,90000373,2021-04-01 16:59:10.239825
rid_374,resident_name_374,F000374W,90000374,2021-04-01 16:59:10.241891
rid_375,resident_name_375,F000375G,80000375,2021-04-01 16:59:10.243991
rid_376,resident_name_376,S000376S,90000376,2021-04-01 16:59:10.246070
