resident_id,resident_name,nric,phone_number,last_update_dt
rid_36,resident_name_36,F000036Z,80000036,2021-04-13 23:22:24.859833
rid_37,resident_name_37,S000037E,90000037,2021-04-13 23:22:24.862429
rid_38,resident_name_38,F000038W,90000038,2021-04-13 23:22:24.865072
rid_39,resident_name_39,F000039P,90000039,2021-04-13 23:22:24.867750
rid_40,resident_name_40,F000040T,90000040,2021-04-13 23:22:24.870345
rid_41,resident_name_41,F000041C,80000041,2021-04-13 23:22:24.872860
rid_42,resident_name_42,S000042P,90000042,2021-04-13 23:22:24.875950
rid_43,resident_name_43,F000043Q,80000043,2021-04-13 23:22:24.878448
rid_44,resident_name_44,S000044D,80000044,2021-04-13 23:22:24.880777
rid_45,resident_name_45,F000045M,90000045,2021-04-13 23:22:24.883886
rid_46,resident_name_46,S000046L,80000046,2021-04-13 23:22:24.886265
rid_47,resident_name_47,S000047S,90000047,2021-04-13 23:22:24.888581
rid_48,resident_name_48,F000048Y,80000048,2021-04-13 23:22:24.891064
rid_49,resident_name_49,F000049Q,80000049,2021-04-13 23:22:24.893638
rid_50,resident_name_50,S000050M,80000050,2021-04-13 23:22:24.895965
rid_51,resident_name_51,S000051L,90000051,2021-04-13 23:22:24.898305
rid_52,resident_name_52,S000052U,90000052,2021-04-13 23:22:24.900638
rid_53,resident_name_53,S000053M,90000053,2021-04-13 23:22:24.902884
rid_54,resident_name_54,S000054F,90000054,2021-04-13 23:22:24.905370
rid_55,resident_name_55,F000055E,90000055,2021-04-13 23:22:24.907996
rid_56,resident_name_56,S000056O,90000056,2021-04-13 23:22:24.912140
rid_57,resident_name_57,S000057S,90000057,2021-04-13 23:22:24.915511
rid_58,resident_name_58,S000058G,90000058,2021-04-13 23:22:24.918184
rid_59,resident_name_59,F000059M,80000059,2021-04-13 23:22:24.920591
rid_60,resident_name_60,S000060J,80000060,2021-04-13 23:22:24.923235
rid_61,resident_name_61,F000061W,80000061,2021-04-13 23:22:24.925608
rid_62,resident_name_62,S000062M,90000062,2021-04-13 23:22:24.928043
rid_63,resident_name_63,F000063L,90000063,2021-04-13 23:22:24.930596
rid_64,resident_name_64,S000064X,90000064,2021-04-13 23:22:24.933030
rid_65,resident_name_65,S000065K,90000065,2021-04-13 23:22:24.935277
rid_66,resident_name_66,S000066W,90000066,2021-04-13 23:22:24.937552
rid_67,resident_name_67,F000067F,90000067,2021-04-13 23:22:24.939925
rid_68,resident_name_68,S000068J,80000068,2021-04-13 23:22:24.942237
rid_69,resident_name_69,F000069Y,80000069,2021-04-13 23:22:24.944486
rid_70,resident_name_70,F000070J,80000070,2021-04-13 23:22:24.946835
rid_71,resident_name_71,S000071E,80000071,2021-04-13 23:22:24.949265
rid_72,resident_name_72,F000072Z,90000072,2021-04-13 23:22:24.951537
rid_73,resident_name_73,S000073Q,90000073,2021-04-13 23:22:24.954092
rid_74,resident_name_74,F000074Y,90000074,2021-04-13 23:22:24.956369
rid_75,resident_name_75,S000075K,90000075,2021-04-13 23:22:24.958559
rid_76,resident_name_76,S000076Z,80000076,2021-04-13 23:22:24.961255
rid_77,resident_name_77,F000077M,80000077,2021-04-13 23:22:24.963473
rid_78,resident_name_78,F000078F,80000078,2021-04-13 23:22:24.965742
rid_79,resident_name_79,S000079Y,80000079,2021-04-13 23:22:24.968316
rid_80,resident_name_80,F000080J,80000080,2021-04-13 23:22:24.970585
rid_81,resident_name_81,F000081C,90000081,2021-04-13 23:22:24.972767
rid_82,resident_name_82,S000082Z,80000082,2021-04-13 23:22:24.975271
rid_83,resident_name_83,F000083U,90000083,2021-04-13 23:22:24.977757
rid_84,resident_name_84,S000084K,90000084,2021-04-13 23:22:24.979975
rid_85,resident_name_85,F000085Z,80000085,2021-04-13 23:22:24.982154
rid_86,resident_name_86,S000086C,80000086,2021-04-13 23:22:24.984867
rid_87,resident_name_87,S000087P,90000087,2021-04-13 23:22:24.987111
rid_88,resident_name_88,F000088W,90000088,2021-04-13 23:22:24.989295
rid_89,resident_name_89,S000089H,80000089,2021-04-13 23:22:24.991870
rid_90,resident_name_90,F000090S,80000090,2021-04-13 23:22:24.994156
rid_91,resident_name_91,S000091C,80000091,2021-04-13 23:22:24.996383
rid_92,resident_name_92,S000092W,80000092,2021-04-13 23:22:24.998549
rid_93,resident_name_93,F000093M,90000093,2021-04-13 23:22:25.001250
rid_94,resident_name_94,F000094J,80000094,2021-04-13 23:22:25.003474
rid_95,resident_name_95,F000095I,80000095,2021-04-13 23:22:25.005635
rid_96,resident_name_96,S000096C,90000096,2021-04-13 23:22:25.008353
rid_97,resident_name_97,S000097P,80000097,2021-04-13 23:22:25.010643
rid_98,resident_name_98,S000098D,90000098,2021-04-13 23:22:25.012812
rid_99,resident_name_99,F000099J,90000099,2021-04-13 23:22:25.015130
rid_100,resident_name_100,S000100R,90000100,2021-04-13 23:22:25.017600
rid_101,resident_name_101,F000101A,80000101,2021-04-13 23:22:25.019797
rid_102,resident_name_102,S000102Y,90000102,2021-04-13 23:22:25.022455
rid_103,resident_name_103,S000103F,90000103,2021-04-13 23:22:25.024751
rid_104,resident_name_104,F000104C,90000104,2021-04-13 23:22:25.026956
rid_105,resident_name_105,S000105D,90000105,2021-04-13 23:22:25.029416
rid_106,resident_name_106,F000106C,90000106,2021-04-13 23:22:25.031844
rid_107,resident_name_107,F000107W,80000107,2021-04-13 23:22:25.034059
rid_108,resident_name_108,S000108S,90000108,2021-04-13 23:22:25.036256
rid_109,resident_name_109,F000109H,80000109,2021-04-13 23:22:25.038935
rid_110,resident_name_110,F000110F,90000110,2021-04-13 23:22:25.041198
rid_111,resident_name_111,S000111R,80000111,2021-04-13 23:22:25.043389
rid_112,resident_name_112,F000112C,90000112,2021-04-13 23:22:25.046152
rid_113,resident_name_113,F000113U,80000113,2021-04-13 23:22:25.048443
rid_114,resident_name_114,F000114Q,90000114,2021-04-13 23:22:25.050644
rid_115,resident_name_115,F000115J,90000115,2021-04-13 23:22:25.052936
rid_116,resident_name_116,S000116X,90000116,2021-04-13 23:22:25.055473
rid_117,resident_name_117,F000117S,90000117,2021-04-13 23:22:25.057669
rid_118,resident_name_118,F000118T,90000118,2021-04-13 23:22:25.059846
rid_119,resident_name_119,F000119G,80000119,2021-04-13 23:22:25.062540
rid_120,resident_name_120,F000120J,80000120,2021-04-13 23:22:25.064807
rid_121,resident_name_121,F000121M,90000121,2021-04-13 23:22:25.066992
rid_122,resident_name_122,S000122N,90000122,2021-04-13 23:22:25.069512
rid_123,resident_name_123,F000123Y,80000123,2021-04-13 23:22:25.071881
rid_124,resident_name_124,S000124A,80000124,2021-04-13 23:22:25.074087
rid_125,resident_name_125,F000125S,90000125,2021-04-13 23:22:25.076283
rid_126,resident_name_126,F000126A,80000126,2021-04-13 23:22:25.078949
rid_127,resident_name_127,F000127L,80000127,2021-04-13 23:22:25.081196
rid_128,resident_name_128,F000128R,90000128,2021-04-13 23:22:25.083390
rid_129,resident_name_129,S000129Q,90000129,2021-04-13 23:22:25.086225
rid_130,resident_name_130,S000130A,90000130,2021-04-13 23:22:25.088497
rid_131,resident_name_131,S000131O,90000131,2021-04-13 23:22:25.090790
rid_132,resident_name_132,S000132A,90000132,2021-04-13 23:22:25.093352
rid_133,resident_name_133,F000133Y,80000133,2021-04-13 23:22:25.095558
rid_134,resident_name_134,S000134X,80000134,2021-04-13 23:22:25.097722
rid_135,resident_name_135,F000135T,80000135,2021-04-13 23:22:25.100433
rid_136,resident_name_136,S000136A,90000136,2021-04-13 23:22:25.102715
rid_137,resident_name_137,S000137L,90000137,2021-04-13 23:22:25.105041
rid_138,resident_name_138,S000138K,90000138,2021-04-13 23:22:25.107526
rid_139,resident_name_139,S000139E,80000139,2021-04-13 23:22:25.109936
rid_140,resident_name_140,S000140I,90000140,2021-04-13 23:22:25.112115
rid_141,resident_name_141,F000141C,80000141,2021-04-13 23:22:25.114281
rid_142,resident_name_142,S000142N,90000142,2021-04-13 23:22:25.117007
rid_143,resident_name_143,F000143J,90000143,2021-04-13 23:22:25.119230
rid_144,resident_name_144,S000144N,80000144,2021-04-13 23:22:25.121409
rid_145,resident_name_145,F000145Q,80000145,2021-04-13 23:22:25.124177
rid_146,resident_name_146,S000146J,80000146,2021-04-13 23:22:25.126474
rid_147,resident_name_147,F000147H,90000147,2021-04-13 23:22:25.128648
rid_148,resident_name_148,F000148C,90000148,2021-04-13 23:22:25.131133
rid_149,resident_name_149,S000149V,90000149,2021-04-13 23:22:25.133893
rid_150,resident_name_150,S000150F,90000150,2021-04-13 23:22:25.136117
rid_151,resident_name_151,F000151X,80000151,2021-04-13 23:22:25.138384
rid_152,resident_name_152,F000152R,80000152,2021-04-13 23:22:25.141103
rid_153,resident_name_153,S000153R,80000153,2021-04-13 23:22:25.143828
rid_154,resident_name_154,S000154T,90000154,2021-04-13 23:22:25.146153
rid_155,resident_name_155,S000155D,90000155,2021-04-13 23:22:25.148620
rid_156,resident_name_156,F000156K,80000156,2021-04-13 23:22:25.150921
rid_157,resident_name_157,F000157E,90000157,2021-04-13 23:22:25.153392
rid_158,resident_name_158,F000158X,80000158,2021-04-13 23:22:25.155798
rid_159,resident_name_159,S000159H,90000159,2021-04-13 23:22:25.158084
rid_160,resident_name_160,S000160C,80000160,2021-04-13 23:22:25.160454
rid_161,resident_name_161,F000161O,90000161,2021-04-13 23:22:25.163071
rid_162,resident_name_162,S000162Z,90000162,2021-04-13 23:22:25.165307
rid_163,resident_name_163,S000163U,90000163,2021-04-13 23:22:25.167480
rid_164,resident_name_164,F000164A,90000164,2021-04-13 23:22:25.170136
rid_165,resident_name_165,S000165Q,80000165,2021-04-13 23:22:25.172416
rid_166,resident_name_166,S000166F,90000166,2021-04-13 23:22:25.174570
rid_167,resident_name_167,F000167Y,90000167,2021-04-13 23:22:25.176849
rid_168,resident_name_168,F000168K,80000168,2021-04-13 23:22:25.179385
rid_169,resident_name_169,S000169Y,80000169,2021-04-13 23:22:25.181563
rid_170,resident_name_170,F000170A,90000170,2021-04-13 23:22:25.183759
rid_171,resident_name_171,S000171I,90000171,2021-04-13 23:22:25.186475
rid_172,resident_name_172,F000172F,90000172,2021-04-13 23:22:25.188755
rid_173,resident_name_173,F000173G,90000173,2021-04-13 23:22:25.190980
rid_174,resident_name_174,S000174D,80000174,2021-04-13 23:22:25.193599
rid_175,resident_name_175,F000175N,80000175,2021-04-13 23:22:25.195953
rid_176,resident_name_176,F000176N,80000176,2021-04-13 23:22:25.198134
rid_177,resident_name_177,F000177R,80000177,2021-04-13 23:22:25.200380
rid_178,resident_name_178,S000178I,90000178,2021-04-13 23:22:25.203008
rid_179,resident_name_179,F000179X,90000179,2021-04-13 23:22:25.205218
rid_180,resident_name_180,F000180H,80000180,2021-04-13 23:22:25.207376
rid_181,resident_name_181,S000181B,80000181,2021-04-13 23:22:25.209872
rid_182,resident_name_182,F000182Z,80000182,2021-04-13 23:22:25.212138
rid_183,resident_name_183,S000183G,80000183,2021-04-13 23:22:25.214299
rid_184,resident_name_184,F000184X,80000184,2021-04-13 23:22:25.216897
rid_185,resident_name_185,F000185R,90000185,2021-04-13 23:22:25.219144
rid_186,resident_name_186,S000186F,80000186,2021-04-13 23:22:25.221309
rid_187,resident_name_187,S000187Y,80000187,2021-04-13 23:22:25.223852
rid_188,resident_name_188,F000188A,80000188,2021-04-13 23:22:25.226130
rid_189,resident_name_189,S000189N,90000189,2021-04-13 23:22:25.228293
rid_190,resident_name_190,S000190A,90000190,2021-04-13 23:22:25.230442
rid_191,resident_name_191,F000191X,90000191,2021-04-13 23:22:25.233103
rid_192,resident_name_192,F000192V,90000192,2021-04-13 23:22:25.235311
rid_193,resident_name_193,F000193E,80000193,2021-04-13 23:22:25.237511
rid_194,resident_name_194,S000194R,90000194,2021-04-13 23:22:25.240035
rid_195,resident_name_195,S000195C,90000195,2021-04-13 23:22:25.242326
rid_196,resident_name_196,S000196H,80000196,2021-04-13 23:22:25.244516
rid_197,resident_name_197,S000197I,90000197,2021-04-13 23:22:25.246771
rid_198,resident_name_198,F000198H,80000198,2021-04-13 23:22:25.249457
rid_199,resident_name_199,S000199C,80000199,2021-04-13 23:22:25.251685
rid_200,resident_name_200,F000200K,90000200,2021-04-13 23:22:25.253866
rid_201,resident_name_201,F000201X,90000201,2021-04-13 23:22:25.256527
rid_202,resident_name_202,F000202H,90000202,2021-04-13 23:22:25.258926
rid_203,resident_name_203,F000203T,80000203,2021-04-13 23:22:25.261155
rid_204,resident_name_204,F000204S,90000204,2021-04-13 23:22:25.263917
rid_205,resident_name_205,S000205O,80000205,2021-04-13 23:22:25.266292
rid_206,resident_name_206,S000206C,90000206,2021-04-13 23:22:25.268475
rid_207,resident_name_207,F000207Q,90000207,2021-04-13 23:22:25.270649
rid_208,resident_name_208,S000208K,80000208,2021-04-13 23:22:25.273179
rid_209,resident_name_209,S000209N,90000209,2021-04-13 23:22:25.275393
rid_210,resident_name_210,S000210M,80000210,2021-04-13 23:22:25.277902
rid_211,resident_name_211,S000211S,80000211,2021-04-13 23:22:25.280160
rid_212,resident_name_212,S000212Z,90000212,2021-04-13 23:22:25.282312
rid_213,resident_name_213,F000213J,80000213,2021-04-13 23:22:25.284505
rid_214,resident_name_214,S000214U,80000214,2021-04-13 23:22:25.287170
rid_215,resident_name_215,F000215K,90000215,2021-04-13 23:22:25.289396
rid_216,resident_name_216,S000216R,90000216,2021-04-13 23:22:25.291559
rid_217,resident_name_217,F000217M,80000217,2021-04-13 23:22:25.294109
rid_218,resident_name_218,F000218U,80000218,2021-04-13 23:22:25.296467
rid_219,resident_name_219,S000219M,80000219,2021-04-13 23:22:25.298621
rid_220,resident_name_220,F000220K,90000220,2021-04-13 23:22:25.300944
rid_221,resident_name_221,F000221Q,80000221,2021-04-13 23:22:25.303492
rid_222,resident_name_222,F000222E,90000222,2021-04-13 23:22:25.305700
rid_223,resident_name_223,S000223Z,80000223,2021-04-13 23:22:25.307921
rid_224,resident_name_224,F000224Z,80000224,2021-04-13 23:22:25.310537
rid_225,resident_name_225,F000225U,80000225,2021-04-13 23:22:25.312791
rid_226,resident_name_226,S000226E,80000226,2021-04-13 23:22:25.315018
rid_227,resident_name_227,F000227H,90000227,2021-04-13 23:22:25.317483
rid_228,resident_name_228,F000228F,80000228,2021-04-13 23:22:25.319842
rid_229,resident_name_229,F000229G,90000229,2021-04-13 23:22:25.322043
rid_230,resident_name_230,F000230L,80000230,2021-04-13 23:22:25.324215
rid_231,resident_name_231,F000231W,80000231,2021-04-13 23:22:25.327026
rid_232,resident_name_232,S000232I,90000232,2021-04-13 23:22:25.329277
rid_233,resident_name_233,S000233J,80000233,2021-04-13 23:22:25.331460
rid_234,resident_name_234,S000234P,80000234,2021-04-13 23:22:25.334039
rid_235,resident_name_235,F000235V,90000235,2021-04-13 23:22:25.336347
rid_236,resident_name_236,S000236I,80000236,2021-04-13 23:22:25.338521
rid_237,resident_name_237,S000237U,80000237,2021-04-13 23:22:25.340764
rid_238,resident_name_238,F000238E,80000238,2021-04-13 23:22:25.343535
rid_239,resident_name_239,S000239E,80000239,2021-04-13 23:22:25.345770
rid_240,resident_name_240,S000240B,90000240,2021-04-13 23:22:25.348464
rid_241,resident_name_241,S000241Q,80000241,2021-04-13 23:22:25.350720
rid_242,resident_name_242,S000242L,90000242,2021-04-13 23:22:25.352971
rid_243,resident_name_243,S000243U,80000243,2021-04-13 23:22:25.355195
rid_244,resident_name_244,F000244D,90000244,2021-04-13 23:22:25.357373
rid_245,resident_name_245,S000245W,90000245,2021-04-13 23:22:25.359551
rid_246,resident_name_246,F000246T,80000246,2021-04-13 23:22:25.361730
rid_247,resident_name_247,S000247E,80000247,2021-04-13 23:22:25.363892
rid_248,resident_name_248,S000248O,80000248,2021-04-13 23:22:25.366048
rid_249,resident_name_249,S000249I,90000249,2021-04-13 23:22:25.368197
rid_250,resident_name_250,F000250N,90000250,2021-04-13 23:22:25.370300
rid_251,resident_name_251,S000251J,80000251,2021-04-13 23:22:25.372410
rid_252,resident_name_252,F000252N,80000252,2021-04-13 23:22:25.374511
rid_253,resident_name_253,S000253A,90000253,2021-04-13 23:22:25.376683
rid_254,resident_name_254,S000254E,90000254,2021-04-13 23:22:25.378791
rid_255,resident_name_255,S000255Q,90000255,2021-04-13 23:22:25.380899
rid_256,resident_name_256,F000256U,90000256,2021-04-13 23:22:25.383620
rid_257,resident_name_257,F000257S,80000257,2021-04-13 23:22:25.385841
rid_258,resident_name_258,S000258O,90000258,2021-04-13 23:22:25.387953
rid_259,resident_name_259,S000259Q,90000259,2021-04-13 23:22:25.390047
rid_260,resident_name_260,F000260X,80000260,2021-04-13 23:22:25.392205
rid_261,resident_name_261,F000261D,90000261,2021-04-13 23:22:25.394534
rid_262,resident_name_262,S000262F,80000262,2021-04-13 23:22:25.396714
rid_263,resident_name_263,F000263L,90000263,2021-04-13 23:22:25.398948
rid_264,resident_name_264,F000264Q,80000264,2021-04-13 23:22:25.401173
rid_265,resident_name_265,S000265Z,90000265,2021-04-13 23:22:25.403293
rid_266,resident_name_266,S000266V,80000266,2021-04-13 23:22:25.405436
rid_267,resident_name_267,F000267P,80000267,2021-04-13 23:22:25.407540
rid_268,resident_name_268,F000268K,80000268,2021-04-13 23:22:25.409778
rid_269,resident_name_269,S000269U,80000269,2021-04-13 23:22:25.412632
rid_270,resident_name_270,F000270R,80000270,2021-04-13 23:22:25.416408
rid_271,resident_name_271,S000271I,80000271,2021-04-13 23:22:25.419743
rid_272,resident_name_272,S000272V,80000272,2021-04-13 23:22:25.422518
rid_273,resident_name_273,F000273J,90000273,2021-04-13 23:22:25.424723
rid_274,resident_name_274,F000274B,80000274,2021-04-13 23:22:25.427031
rid_275,resident_name_275,S000275C,90000275,2021-04-13 23:22:25.429509
rid_276,resident_name_276,F000276G,80000276,2021-04-13 23:22:25.431722
rid_277,resident_name_277,F000277A,80000277,2021-04-13 23:22:25.433943
rid_278,resident_name_278,F000278M,80000278,2021-04-13 23:22:25.436098
rid_279,resident_name_279,F000279C,90000279,2021-04-13 23:22:25.438243
rid_280,resident_name_280,S000280B,90000280,2021-04-13 23:22:25.440373
rid_281,resident_name_281,S000281Y,90000281,2021-04-13 23:22:25.443525
rid_282,resident_name_282,S000282H,80000282,2021-04-13 23:22:25.445844
rid_283,resident_name_283,F000283J,90000283,2021-04-13 23:22:25.447992
rid_284,resident_name_284,S000284J,80000284,2021-04-13 23:22:25.450691
rid_285,resident_name_285,F000285O,90000285,2021-04-13 23:22:25.452954
rid_286,resident_name_286,S000286N,80000286,2021-04-13 23:22:25.455117
rid_287,resident_name_287,F000287R,80000287,2021-04-13 23:22:25.457837
rid_288,resident_name_288,F000288P,90000288,2021-04-13 23:22:25.460245
rid_289,resident_name_289,S000289P,80000289,2021-04-13 23:22:25.462500
rid_290,resident_name_290,F000290C,90000290,2021-04-13 23:22:25.464740
rid_291,resident_name_291,S000291T,90000291,2021-04-13 23:22:25.467300
rid_292,resident_name_292,F000292J,80000292,2021-04-13 23:22:25.469620
rid_293,resident_name_293,F000293C,90000293,2021-04-13 23:22:25.471804
rid_294,resident_name_294,F000294B,90000294,2021-04-13 23:22:25.474660
rid_295,resident_name_295,S000295J,80000295,2021-04-13 23:22:25.477217
rid_296,resident_name_296,S000296W,90000296,2021-04-13 23:22:25.479902
rid_297,resident_name_297,F000297F,90000297,2021-04-13 23:22:25.482219
rid_298,resident_name_298,S000298A,80000298,2021-04-13 23:22:25.484458
rid_299,resident_name_299,S000299V,90000299,2021-04-13 23:22:25.486682
rid_300,resident_name_300,F000300H,80000300,2021-04-13 23:22:25.489400
rid_301,resident_name_301,S000301K,90000301,2021-04-13 23:22:25.491627
rid_302,resident_name_302,S000302B,90000302,2021-04-13 23:22:25.493800
rid_303,resident_name_303,S000303T,80000303,2021-04-13 23:22:25.496367
rid_304,resident_name_304,F000304K,80000304,2021-04-13 23:22:25.498605
rid_305,resident_name_305,S000305X,80000305,2021-04-13 23:22:25.500831
rid_306,resident_name_306,S000306U,80000306,2021-04-13 23:22:25.503278
rid_307,resident_name_307,F000307S,90000307,2021-04-13 23:22:25.505748
rid_308,resident_name_308,S000308O,90000308,2021-04-13 23:22:25.507966
rid_309,resident_name_309,F000309L,80000309,2021-04-13 23:22:25.510149
rid_310,resident_name_310,S000310F,80000310,2021-04-13 23:22:25.512799
rid_311,resident_name_311,S000311M,90000311,2021-04-13 23:22:25.515038
rid_312,resident_name_312,F000312C,90000312,2021-04-13 23:22:25.517213
rid_313,resident_name_313,F000313E,80000313,2021-04-13 23:22:25.519777
rid_314,resident_name_314,S000314Z,80000314,2021-04-13 23:22:25.522101
rid_315,resident_name_315,F000315W,80000315,2021-04-13 23:22:25.524290
rid_316,resident_name_316,F000316M,80000316,2021-04-13 23:22:25.526558
rid_317,resident_name_317,F000317Z,90000317,2021-04-13 23:22:25.529286
rid_318,resident_name_318,F000318X,90000318,2021-04-13 23:22:25.531528
rid_319,resident_name_319,S000319Q,80000319,2021-04-13 23:22:25.533768
rid_320,resident_name_320,S000320M,80000320,2021-04-13 23:22:25.536398
rid_321,resident_name_321,S000321C,80000321,2021-04-13 23:22:25.538699
rid_322,resident_name_322,F000322Y,90000322,2021-04-13 23:22:25.541359
rid_323,resident_name_323,F000323G,80000323,2021-04-13 23:22:25.544008
rid_324,resident_name_324,F000324C,80000324,2021-04-13 23:22:25.546271
rid_325,resident_name_325,F000325U,90000325,2021-04-13 23:22:25.548508
rid_326,resident_name_326,S000326H,90000326,2021-04-13 23:22:25.551371
rid_327,resident_name_327,S000327K,80000327,2021-04-13 23:22:25.553686
rid_328,resident_name_328,F000328V,80000328,2021-04-13 23:22:25.555896
rid_329,resident_name_329,S000329J,80000329,2021-04-13 23:22:25.558664
rid_330,resident_name_330,F000330J,90000330,2021-04-13 23:22:25.560964
rid_331,resident_name_331,F000331R,90000331,2021-04-13 23:22:25.563327
rid_332,resident_name_332,S000332N,90000332,2021-04-13 23:22:25.565910
rid_333,resident_name_333,F000333T,80000333,2021-04-13 23:22:25.568281
rid_334,resident_name_334,S000334D,90000334,2021-04-13 23:22:25.570558
rid_335,resident_name_335,S000335Q,80000335,2021-04-13 23:22:25.573039
rid_336,resident_name_336,S000336C,90000336,2021-04-13 23:22:25.575719
rid_337,resident_name_337,S000337C,90000337,2021-04-13 23:22:25.577967
rid_338,resident_name_338,F000338E,90000338,2021-04-13 23:22:25.580171
rid_339,resident_name_339,S000339E,80000339,2021-04-13 23:22:25.582723
rid_340,resident_name_340,F000340J,80000340,2021-04-13 23:22:25.584966
rid_341,resident_name_341,S000341V,80000341,2021-04-13 23:22:25.587146
rid_342,resident_name_342,F000342Y,80000342,2021-04-13 23:22:25.589652
rid_343,resident_name_343,F000343A,80000343,2021-04-13 23:22:25.591970
rid_344,resident_name_344,F000344D,90000344,2021-04-13 23:22:25.594189
rid_345,resident_name_345,S000345X,90000345,2021-04-13 23:22:25.596351
rid_346,resident_name_346,F000346F,90000346,2021-04-13 23:22:25.599310
rid_347,resident_name_347,S000347F,80000347,2021-04-13 23:22:25.601555
rid_348,resident_name_348,F000348T,80000348,2021-04-13 23:22:25.604130
rid_349,resident_name_349,F000349B,80000349,2021-04-13 23:22:25.606406
rid_350,resident_name_350,S000350O,80000350,2021-04-13 23:22:25.608584
rid_351,resident_name_351,S000351M,80000351,2021-04-13 23:22:25.610947
rid_352,resident_name_352,F000352A,90000352,2021-04-13 23:22:25.613449
rid_353,resident_name_353,S000353G,90000353,2021-04-13 23:22:25.615637
rid_354,resident_name_354,F000354X,80000354,2021-04-13 23:22:25.617807
rid_355,resident_name_355,S000355O,80000355,2021-04-13 23:22:25.620429
rid_356,resident_name_356,F000356L,90000356,2021-04-13 23:22:25.622684
rid_357,resident_name_357,F000357M,80000357,2021-04-13 23:22:25.624857
rid_358,resident_name_358,S000358N,90000358,2021-04-13 23:22:25.627247
rid_359,resident_name_359,S000359N,80000359,2021-04-13 23:22:25.629696
rid_360,resident_name_360,S000360X,80000360,2021-04-13 23:22:25.631884
rid_361,resident_name_361,S000361Y,80000361,2021-04-13 23:22:25.634153
rid_362,resident_name_362,F000362X,80000362,2021-04-13 23:22:25.636763
rid_363,resident_name_363,S000363K,80000363,2021-04-13 23:22:25.639009
rid_364,resident_name_364,S000364L,90000364,2021-04-13 23:22:25.641211
rid_365,resident_name_365,S000365T,90000365,2021-04-13 23:22:25.643845
rid_366,resident_name_366,S000366O,90000366,2021-04-13 23:22:25.646161
rid_367,resident_name_367,F000367J,80000367,2021-04-13 23:22:25.648339
rid_368,resident_name_368,S000368L,90000368,2021-04-13 23:22:25.650530
rid_369,resident_name_369,S000369A,90000369,2021-04-13 23:22:25.653130
rid_370,resident_name_370,S000370Y,90000370,2021-04-13 23:22:25.655341
rid_371,resident_name_371,S000371J,90000371,2021-04-13 23:22:25.657489
rid_372,resident_name_372,S000372B,80000372,2021-04-13 23:22:25.660190
rid_373,resident_name_373,F000373A,80000373,2021-04-13 23:22:25.662487
rid_374,resident_name_374,F000374Q,90000374,2021-04-13 23:22:25.664635
rid_375,resident_name_375,F000375L,80000375,2021-04-13 23:22:25.666966
